ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType
88,Active,Implausible,The property examined the constable.,The constable examined the property.,AI
88,Passive,Plausible,The property was examined by the constable.,The constable examined the property.,AI
88,Passive,Implausible,The constable was examined by the property.,The constable examined the property.,AI
89,Active,Plausible,The celebrity signed the photograph.,The photograph was signed by the celebrity.,AI
89,Active,Implausible,The photograph signed the celebrity.,The photograph was signed by the celebrity.,AI
89,Passive,Plausible,The photograph was signed by the celebrity.,The photograph was signed by the celebrity.,AI
89,Passive,Implausible,The celebrity was signed by the photograph.,The photograph was signed by the celebrity.,AI
90,Active,Plausible,The star autographed the picture.,The picture was autographed by the star.,AI
90,Active,Implausible,The picture autographed the star.,The picture was autographed by the star.,AI
90,Passive,Plausible,The picture was autographed by the star.,The picture was autographed by the star.,AI
90,Passive,Implausible,The star was autographed by the picture.,The picture was autographed by the star.,AI
91,Active,Plausible,The nanny tutored the boy.,The nanny tutored the boy.,AAN
91,Active,Implausible,The boy tutored the nanny.,The nanny tutored the boy.,AAN
91,Passive,Plausible,The boy was tutored by the nanny.,The nanny tutored the boy.,AAN
91,Passive,Implausible,The nanny was tutored by the boy.,The nanny tutored the boy.,AAN
92,Active,Plausible,The governess instructed the lad.,The governess instructed the lad.,AAN
92,Active,Implausible,The lad instructed the governess.,The governess instructed the lad.,AAN
92,Passive,Plausible,The lad was instructed by the governess.,The governess instructed the lad.,AAN
92,Passive,Implausible,The governess was instructed by the lad.,The governess instructed the lad.,AAN
93,Active,Plausible,The blackmailer threatened the senator.,The senator was threatened by the blackmailer.,AAN
93,Active,Implausible,The senator threatened the blackmailer.,The senator was threatened by the blackmailer.,AAN
93,Passive,Plausible,The senator was threatened by the blackmailer.,The senator was threatened by the blackmailer.,AAN
93,Passive,Implausible,The blackmailer was threatened by the senator.,The senator was threatened by the blackmailer.,AAN
94,Active,Plausible,The extortionist menaced the legislator.,The legislator was menaced by the extortionist.,AAN
94,Active,Implausible,The legislator menaced the extortionist.,The legislator was menaced by the extortionist.,AAN
94,Passive,Plausible,The legislator was menaced by the extortionist.,The legislator was menaced by the extortionist.,AAN
94,Passive,Implausible,The extortionist was menaced by the legislator.,The legislator was menaced by the extortionist.,AAN
95,Active,Plausible,The artist portrayed the philosopher.,The artist portrayed the philosopher.,AAN
95,Active,Implausible,The philosopher portrayed the artist.,The artist portrayed the philosopher.,AAN
95,Passive,Plausible,The philosopher was portrayed by the artist.,The artist portrayed the philosopher.,AAN
95,Passive,Implausible,The artist was portrayed by the philosopher.,The artist portrayed the philosopher.,AAN
96,Active,Plausible,The painter depicted the thinker.,The painter depicted the thinker.,AAN
96,Active,Implausible,The thinker depicted the painter.,The painter depicted the thinker.,AAN
96,Passive,Plausible,The thinker was depicted by the painter.,The painter depicted the thinker.,AAN
96,Passive,Implausible,The painter was depicted by the thinker.,The painter depicted the thinker.,AAN
97,Active,Plausible,The mechanic berated the intern.,The intern was berated by the mechanic.,AAN
97,Active,Implausible,The intern berated the mechanic.,The intern was berated by the mechanic.,AAN
97,Passive,Plausible,The intern was berated by the mechanic.,The intern was berated by the mechanic.,AAN
97,Passive,Implausible,The mechanic was berated by the intern.,The intern was berated by the mechanic.,AAN
98,Active,Plausible,The technician rebuked the aide.,The aide was rebuked by the technician.,AAN
98,Active,Implausible,The aide rebuked the technician.,The aide was rebuked by the technician.,AAN
98,Passive,Plausible,The aide was rebuked by the technician.,The aide was rebuked by the technician.,AAN
98,Passive,Implausible,The technician was rebuked by the aide.,The aide was rebuked by the technician.,AAN
99,Active,Plausible,The fairy enchanted the troll.,The fairy enchanted the troll.,AAN
99,Active,Implausible,The troll enchanted the fairy.,The fairy enchanted the troll.,AAN
99,Passive,Plausible,The troll was enchanted by the fairy.,The fairy enchanted the troll.,AAN
99,Passive,Implausible,The fairy was enchanted by the troll.,The fairy enchanted the troll.,AAN
100,Active,Plausible,The pixie mesmerized the ogre.,The pixie mesmerized the ogre.,AAN
100,Active,Implausible,The ogre mesmerized the pixie.,The pixie mesmerized the ogre.,AAN
100,Passive,Plausible,The ogre was mesmerized by the pixie.,The pixie mesmerized the ogre.,AAN
100,Passive,Implausible,The pixie was mesmerized by the ogre.,The pixie mesmerized the ogre.,AAN
101,Active,Plausible,The orderly assisted the dentist.,The dentist was assisted by the orderly.,AAN
101,Active,Implausible,The dentist assisted the orderly.,The dentist was assisted by the orderly.,AAN
101,Passive,Plausible,The dentist was assisted by the orderly.,The dentist was assisted by the orderly.,AAN
101,Passive,Implausible,The orderly was assisted by the dentist.,The dentist was assisted by the orderly.,AAN
102,Active,Plausible,The nurse helped the orthodontist.,The orthodontist was helped by the nurse.,AAN
102,Active,Implausible,The orthodontist helped the nurse.,The orthodontist was helped by the nurse.,AAN
102,Passive,Plausible,The orthodontist was helped by the nurse.,The orthodontist was helped by the nurse.,AAN
102,Passive,Implausible,The nurse was helped by the orthodontist.,The orthodontist was helped by the nurse.,AAN
103,Active,Plausible,The owner evicted the tenant.,The owner evicted the tenant.,AAN
103,Active,Implausible,The tenant evicted the owner.,The owner evicted the tenant.,AAN
103,Passive,Plausible,The tenant was evicted by the owner.,The owner evicted the tenant.,AAN
103,Passive,Implausible,The owner was evicted by the tenant.,The owner evicted the tenant.,AAN
104,Active,Plausible,The critic attacked the conservative.,The conservative was attacked by the critic.,AAN
104,Active,Implausible,The conservative attacked the critic.,The conservative was attacked by the critic.,AAN
104,Passive,Plausible,The conservative was attacked by the critic.,The conservative was attacked by the critic.,AAN
104,Passive,Implausible,The critic was attacked by the conservative.,The conservative was attacked by the critic.,AAN
105,Active,Plausible,The reviewer criticized the right-winger.,The right-winger was criticized by the reviewer.,AAN
105,Active,Implausible,The right-winger criticized the reviewer.,The right-winger was criticized by the reviewer.,AAN
105,Passive,Plausible,The right-winger was criticized by the reviewer.,The right-winger was criticized by the reviewer.,AAN
105,Passive,Implausible,The reviewer was criticized by the right-winger.,The right-winger was criticized by the reviewer.,AAN
106,Active,Plausible,The admirer badgered the director.,The admirer badgered the director.,AAN
106,Active,Implausible,The director badgered the admirer.,The admirer badgered the director.,AAN
106,Passive,Plausible,The director was badgered by the admirer.,The admirer badgered the director.,AAN
106,Passive,Implausible,The admirer was badgered by the director.,The admirer badgered the director.,AAN
107,Active,Plausible,The fan pestered the filmmaker.,The fan pestered the filmmaker.,AAN
107,Active,Implausible,The filmmaker pestered the fan.,The fan pestered the filmmaker.,AAN
107,Passive,Plausible,The filmmaker was pestered by the fan.,The fan pestered the filmmaker.,AAN
107,Passive,Implausible,The fan was pestered by the filmmaker.,The fan pestered the filmmaker.,AAN
108,Active,Plausible,The paramedic revived the youth.,The youth was revived by the paramedic.,AAN
108,Active,Implausible,The youth revived the paramedic.,The youth was revived by the paramedic.,AAN
108,Passive,Plausible,The youth was revived by the paramedic.,The youth was revived by the paramedic.,AAN
108,Passive,Implausible,The paramedic was revived by the youth.,The youth was revived by the paramedic.,AAN
109,Active,Plausible,The EMT resuscitated the youngster.,The youngster was resuscitated by the EMT.,AAN
109,Active,Implausible,The youngster resuscitated the EMT.,The youngster was resuscitated by the EMT.,AAN
109,Passive,Plausible,The youngster was resuscitated by the EMT.,The youngster was resuscitated by the EMT.,AAN
109,Passive,Implausible,The EMT was resuscitated by the youngster.,The youngster was resuscitated by the EMT.,AAN
110,Active,Plausible,The prankster duped the marketer.,The prankster duped the marketer.,AAN
110,Active,Implausible,The marketer duped the prankster.,The prankster duped the marketer.,AAN
110,Passive,Plausible,The marketer was duped by the prankster.,The prankster duped the marketer.,AAN
110,Passive,Implausible,The prankster was duped by the marketer.,The prankster duped the marketer.,AAN
111,Active,Plausible,The joker tricked the distributor.,The joker tricked the distributor.,AAN
111,Active,Implausible,The distributor tricked the joker.,The joker tricked the distributor.,AAN
111,Passive,Plausible,The distributor was tricked by the joker.,The joker tricked the distributor.,AAN
111,Passive,Implausible,The joker was tricked by the distributor.,The joker tricked the distributor.,AAN
112,Active,Plausible,The playboy courted the damsel.,The damsel was courted by the playboy.,AAN
112,Active,Implausible,The damsel courted the playboy.,The damsel was courted by the playboy.,AAN
112,Passive,Plausible,The damsel was courted by the playboy.,The damsel was courted by the playboy.,AAN
112,Passive,Implausible,The playboy was courted by the damsel.,The damsel was courted by the playboy.,AAN
113,Active,Plausible,The womanizer wooed the maiden.,The maiden was wooed by the womanizer.,AAN
113,Active,Implausible,The maiden wooed the womanizer.,The maiden was wooed by the womanizer.,AAN
113,Passive,Plausible,The maiden was wooed by the womanizer.,The maiden was wooed by the womanizer.,AAN
113,Passive,Implausible,The womanizer was wooed by the maiden.,The maiden was wooed by the womanizer.,AAN
114,Active,Plausible,The nomad cherished the clergyman.,The nomad cherished the clergyman.,AAN
