,ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType
1354,339,passive,plausible,The hedonist was reproached by the nun.,The nun reproached the hedonist.,AAN
1355,339,passive,implausible,The nun was reproached by the hedonist.,The nun reproached the hedonist.,AAN
1356,340,active,plausible,The librarian admonished the plagiarist.,The librarian admonished the plagiarist.,AAN
1357,340,active,implausible,The plagiarist admonished the librarian.,The librarian admonished the plagiarist.,AAN
1358,340,passive,plausible,The plagiarist was admonished by the librarian.,The librarian admonished the plagiarist.,AAN
1359,340,passive,implausible,The librarian was admonished by the plagiarist.,The librarian admonished the plagiarist.,AAN
1360,341,active,plausible,The colonel supervised the cadet.,The colonel supervised the cadet.,AAN
1361,341,active,implausible,The cadet supervised the colonel.,The colonel supervised the cadet.,AAN
1362,341,passive,plausible,The cadet was supervised by the colonel.,The colonel supervised the cadet.,AAN
1363,341,passive,implausible,The colonel was supervised by the cadet.,The colonel supervised the cadet.,AAN
1364,342,active,plausible,The abolitionist hid the slave.,The abolitionist hid the slave.,AAN
1365,342,active,implausible,The slave hid the abolitionist.,The abolitionist hid the slave.,AAN
1366,342,passive,plausible,The slave was hidden by the abolitionist.,The abolitionist hid the slave.,AAN
1367,342,passive,implausible,The abolitionist was hidden by the slave.,The abolitionist hid the slave.,AAN
1368,343,active,plausible,The personal trainer weighed the Olympian.,The personal trainer weighed the Olympian.,AAN
1369,343,active,implausible,The Olympian weighed the personal trainer.,The personal trainer weighed the Olympian.,AAN
1370,343,passive,plausible,The Olympian was weighed by the personal trainer.,The personal trainer weighed the Olympian.,AAN
1371,343,passive,implausible,The personal trainer was weighed by the Olympian.,The personal trainer weighed the Olympian.,AAN
1372,344,active,plausible,The zookeeper fed the giraffe.,The zookeeper fed the giraffe.,AAN
1373,344,active,implausible,The giraffe fed the zookeeper.,The zookeeper fed the giraffe.,AAN
1374,344,passive,plausible,The giraffe was fed by the zookeeper.,The zookeeper fed the giraffe.,AAN
1375,344,passive,implausible,The zookeeper was fed by the giraffe.,The zookeeper fed the giraffe.,AAN
1376,345,active,plausible,The masseuse relaxed the linebacker.,The masseuse relaxed the linebacker.,AAN
1377,345,active,implausible,The linebacker relaxed the masseuse.,The masseuse relaxed the linebacker.,AAN
1378,345,passive,plausible,The linebacker was relaxed by the masseuse.,The masseuse relaxed the linebacker.,AAN
1379,345,passive,implausible,The masseuse was relaxed by the linebacker.,The masseuse relaxed the linebacker.,AAN
1380,346,active,plausible,The page obeyed the noble.,The page obeyed the noble.,AAN
1381,346,active,implausible,The noble obeyed the page.,The page obeyed the noble.,AAN
1382,346,passive,plausible,The noble was obeyed by the page.,The page obeyed the noble.,AAN
1383,346,passive,implausible,The page was obeyed by the noble.,The page obeyed the noble.,AAN
1384,347,active,plausible,The lion chased the tour-guide.,The lion chased the tour-guide.,AAN
1385,347,active,implausible,The tour-guide chased the lion.,The lion chased the tour-guide.,AAN
1386,347,passive,plausible,The tour-guide was chased by the lion.,The lion chased the tour-guide.,AAN
1387,347,passive,implausible,The lion was chased by the tour-guide.,The lion chased the tour-guide.,AAN
1388,348,active,plausible,The caretaker quieted the orphan.,The caretaker quieted the orphan.,AAN
1389,348,active,implausible,The orphan quieted the caretaker.,The caretaker quieted the orphan.,AAN
1390,348,passive,plausible,The orphan was quieted by the caretaker.,The caretaker quieted the orphan.,AAN
1391,348,passive,implausible,The caretaker was quieted by the orphan.,The caretaker quieted the orphan.,AAN
1392,349,active,plausible,The tennis player thanked the chiropractor.,The tennis player thanked the chiropractor.,AAN
1393,349,active,implausible,The chiropractor thanked the tennis player.,The tennis player thanked the chiropractor.,AAN
1394,349,passive,plausible,The chiropractor was thanked by the tennis player.,The tennis player thanked the chiropractor.,AAN
1395,349,passive,implausible,The tennis player was thanked by the chiropractor.,The tennis player thanked the chiropractor.,AAN
1396,350,active,plausible,The experimenter recruited the subject.,The experimenter recruited the subject.,AAN
1397,350,active,implausible,The subject recruited the experimenter.,The experimenter recruited the subject.,AAN
1398,350,passive,plausible,The subject was recruited by the experimenter.,The experimenter recruited the subject.,AAN
1399,350,passive,implausible,The experimenter was recruited by the subject.,The experimenter recruited the subject.,AAN
1400,351,active,plausible,The mother disciplined the toddler.,The mother disciplined the toddler.,AAN
1401,351,active,implausible,The toddler disciplined the mother.,The mother disciplined the toddler.,AAN
1402,351,passive,plausible,The toddler was disciplined by the mother.,The mother disciplined the toddler.,AAN
1403,351,passive,implausible,The mother was disciplined by the toddler.,The mother disciplined the toddler.,AAN
1404,352,active,plausible,The assistant principal expelled the sociopath.,The assistant principal expelled the sociopath.,AAN
1405,352,active,implausible,The sociopath expelled the assistant principal.,The assistant principal expelled the sociopath.,AAN
1406,352,passive,plausible,The sociopath was expelled by the assistant principal.,The assistant principal expelled the sociopath.,AAN
1407,352,passive,implausible,The assistant principal was expelled by the sociopath.,The assistant principal expelled the sociopath.,AAN
1408,353,active,plausible,The channeler sensed the ghost.,The channeler sensed the ghost.,AAN
1409,353,active,implausible,The ghost sensed the channeler.,The channeler sensed the ghost.,AAN
1410,353,passive,plausible,The ghost was sensed by the channeler.,The channeler sensed the ghost.,AAN
1411,353,passive,implausible,The channeler was sensed by the ghost.,The channeler sensed the ghost.,AAN
1412,354,active,plausible,The union ousted the whistle-blower.,The union ousted the whistle-blower.,AAN
1413,354,active,implausible,The whistle-blower ousted the union.,The union ousted the whistle-blower.,AAN
1414,354,passive,plausible,The whistle-blower was ousted by the union.,The union ousted the whistle-blower.,AAN
1415,354,passive,implausible,The union was ousted by the whistle-blower.,The union ousted the whistle-blower.,AAN
1416,355,active,plausible,The huntsman trapped the deer.,The huntsman trapped the deer.,AAN
1417,355,active,implausible,The deer trapped the huntsman.,The huntsman trapped the deer.,AAN
1418,355,passive,plausible,The deer was trapped by the huntsman.,The huntsman trapped the deer.,AAN
1419,355,passive,implausible,The huntsman was trapped by the deer.,The huntsman trapped the deer.,AAN
1420,356,active,plausible,The cardiologist discredited the quack.,The cardiologist discredited the quack.,AAN
1421,356,active,implausible,The quack discredited the cardiologist.,The cardiologist discredited the quack.,AAN
1422,356,passive,plausible,The quack was discredited by the cardiologist.,The cardiologist discredited the quack.,AAN
1423,356,passive,implausible,The cardiologist was discredited by the quack.,The cardiologist discredited the quack.,AAN
1424,357,active,plausible,The bailiff released the ruffian.,The bailiff released the ruffian.,AAN
1425,357,active,implausible,The ruffian released the bailiff.,The bailiff released the ruffian.,AAN
1426,357,passive,plausible,The ruffian was released by the bailiff.,The bailiff released the ruffian.,AAN
1427,357,passive,implausible,The bailiff was released by the ruffian.,The bailiff released the ruffian.,AAN
1428,358,active,plausible,The shark mauled the snorkeler.,The shark mauled the snorkeler.,AAN
1429,358,active,implausible,The snorkeler mauled the shark.,The shark mauled the snorkeler.,AAN
1430,358,passive,plausible,The snorkeler was mauled by the shark.,The shark mauled the snorkeler.,AAN
1431,358,passive,implausible,The shark was mauled by the snorkeler.,The shark mauled the snorkeler.,AAN
1432,359,active,plausible,The president pardoned the traitor.,The president pardoned the traitor.,AAN
1433,359,active,implausible,The traitor pardoned the president.,The president pardoned the traitor.,AAN
1434,359,passive,plausible,The traitor was pardoned by the president.,The president pardoned the traitor.,AAN
1435,359,passive,implausible,The president was pardoned by the traitor.,The president pardoned the traitor.,AAN
1436,360,active,plausible,The au pair spanked the girl.,The au pair spanked the girl.,AAN
1437,360,active,implausible,The girl spanked the au pair.,The au pair spanked the girl.,AAN
1438,360,passive,plausible,The girl was spanked by the au pair.,The au pair spanked the girl.,AAN
1439,360,passive,implausible,The au pair was spanked by the girl.,The au pair spanked the girl.,AAN
1440,361,active,plausible,The TV station head promoted the newsagent.,The TV station head promoted the newsagent.,AAN
1441,361,active,implausible,The newsagent promoted the TV station head.,The TV station head promoted the newsagent.,AAN
1442,361,passive,plausible,The newsagent was promoted by the TV station head.,The TV station head promoted the newsagent.,AAN
1443,361,passive,implausible,The TV station head was promoted by the newsagent.,The TV station head promoted the newsagent.,AAN
1444,362,active,plausible,The policewoman handcuffed the offender.,The policewoman handcuffed the offender.,AAN
1445,362,active,implausible,The offender handcuffed the policewoman.,The policewoman handcuffed the offender.,AAN
1446,362,passive,plausible,The offender was handcuffed by the policewoman.,The policewoman handcuffed the offender.,AAN
1447,362,passive,implausible,The policewoman was handcuffed by the offender.,The policewoman handcuffed the offender.,AAN
1448,363,active,plausible,The anthropologist studied the tribesman.,The anthropologist studied the tribesman.,AAN
1449,363,active,implausible,The tribesman studied the anthropologist.,The anthropologist studied the tribesman.,AAN
1450,363,passive,plausible,The tribesman was studied by the anthropologist.,The anthropologist studied the tribesman.,AAN
1451,363,passive,implausible,The anthropologist was studied by the tribesman.,The anthropologist studied the tribesman.,AAN
1452,364,active,plausible,The police chief rewarded the firefighter.,The police chief rewarded the firefighter.,AAN
1453,364,active,implausible,The firefighter rewarded the police chief.,The police chief rewarded the firefighter.,AAN
1454,364,passive,plausible,The firefighter was rewarded by the police chief.,The police chief rewarded the firefighter.,AAN
1455,364,passive,implausible,The police chief was rewarded by the firefighter.,The police chief rewarded the firefighter.,AAN
1456,365,active,plausible,The miscreant kidnapped the beneficiary.,The miscreant kidnapped the beneficiary.,AAN
1457,365,active,implausible,The beneficiary kidnapped the miscreant.,The miscreant kidnapped the beneficiary.,AAN
1458,365,passive,plausible,The beneficiary was kidnapped by the miscreant.,The miscreant kidnapped the beneficiary.,AAN
1459,365,passive,implausible,The miscreant was kidnapped by the beneficiary.,The miscreant kidnapped the beneficiary.,AAN
1460,366,active,plausible,The social worker comforted the abused woman.,The social worker comforted the abused woman.,AAN
1461,366,active,implausible,The abused woman comforted the social worker.,The social worker comforted the abused woman.,AAN
1462,366,passive,plausible,The abused woman was comforted by the social worker.,The social worker comforted the abused woman.,AAN
1463,366,passive,implausible,The social worker was comforted by the abused woman.,The social worker comforted the abused woman.,AAN
1464,367,active,plausible,The neuroscientist overwhelmed the lab assistant.,The neuroscientist overwhelmed the lab assistant.,AAN
1465,367,active,implausible,The lab assistant overwhelmed the neuroscientist.,The neuroscientist overwhelmed the lab assistant.,AAN
1466,367,passive,plausible,The lab assistant was overwhelmed by the neuroscientist.,The neuroscientist overwhelmed the lab assistant.,AAN
1467,367,passive,implausible,The neuroscientist was overwhelmed by the lab assistant.,The neuroscientist overwhelmed the lab assistant.,AAN
1468,368,active,plausible,The warmonger terrorized the gunsmith.,The warmonger terrorized the gunsmith.,AAN
1469,368,active,implausible,The gunsmith terrorized the warmonger.,The warmonger terrorized the gunsmith.,AAN
1470,368,passive,plausible,The gunsmith was terrorized by the warmonger.,The warmonger terrorized the gunsmith.,AAN
1471,368,passive,implausible,The warmonger was terrorized by the gunsmith.,The warmonger terrorized the gunsmith.,AAN
1472,369,active,plausible,The conductor tolerated the violinist.,The conductor tolerated the violinist.,AAR
1473,369,active,plausible,The violinist tolerated the conductor.,The conductor tolerated the violinist.,AAR
1474,369,passive,plausible,The violinist was tolerated by the conductor.,The conductor tolerated the violinist.,AAR
1475,369,passive,plausible,The conductor was tolerated by the violinist.,The conductor tolerated the violinist.,AAR
1476,370,active,plausible,The pitcher signaled the hitter.,The pitcher signaled the hitter.,AAR
1477,370,active,plausible,The hitter signaled the pitcher.,The pitcher signaled the hitter.,AAR
1478,370,passive,plausible,The hitter was signaled by the pitcher.,The pitcher signaled the hitter.,AAR
1479,370,passive,plausible,The pitcher was signaled by the hitter.,The pitcher signaled the hitter.,AAR
1480,371,active,plausible,The quarterback kissed the cheerleader.,The quarterback kissed the cheerleader.,AAR
1481,371,active,plausible,The cheerleader kissed the quarterback.,The quarterback kissed the cheerleader.,AAR
1482,371,passive,plausible,The cheerleader was kissed by the quarterback.,The quarterback kissed the cheerleader.,AAR
1483,371,passive,plausible,The quarterback was kissed by the cheerleader.,The quarterback kissed the cheerleader.,AAR
1484,372,active,plausible,The camper startled the bear.,The camper startled the bear.,AAR
1485,372,active,plausible,The bear startled the camper.,The camper startled the bear.,AAR
1486,372,passive,plausible,The bear was startled by the camper.,The camper startled the bear.,AAR
1487,372,passive,plausible,The camper was startled by the bear.,The camper startled the bear.,AAR
1488,373,active,plausible,The admiral accompanied the lieutenant.,The admiral accompanied the lieutenant.,AAR
1489,373,active,plausible,The lieutenant accompanied the admiral.,The admiral accompanied the lieutenant.,AAR
1490,373,passive,plausible,The lieutenant was accompanied by the admiral.,The admiral accompanied the lieutenant.,AAR
1491,373,passive,plausible,The admiral was accompanied by the lieutenant.,The admiral accompanied the lieutenant.,AAR
1492,374,active,plausible,The tenor loved the soprano.,The tenor loved the soprano.,AAR
1493,374,active,plausible,The soprano loved the tenor.,The tenor loved the soprano.,AAR
1494,374,passive,plausible,The soprano was loved by the tenor.,The tenor loved the soprano.,AAR
1495,374,passive,plausible,The tenor was loved by the soprano.,The tenor loved the soprano.,AAR
1496,375,active,plausible,The photographer paid the barrister.,The photographer paid the barrister.,AAR
1497,375,active,plausible,The barrister paid the photographer.,The photographer paid the barrister.,AAR
1498,375,passive,plausible,The barrister was paid by the photographer.,The photographer paid the barrister.,AAR
1499,375,passive,plausible,The photographer was paid by the barrister.,The photographer paid the barrister.,AAR
1500,376,active,plausible,The bachelor intrigued the blonde.,The bachelor intrigued the blonde.,AAR
1501,376,active,plausible,The blonde intrigued the bachelor.,The bachelor intrigued the blonde.,AAR
1502,376,passive,plausible,The blonde was intrigued by the bachelor.,The bachelor intrigued the blonde.,AAR
1503,376,passive,plausible,The bachelor was intrigued by the blonde.,The bachelor intrigued the blonde.,AAR
1504,377,active,plausible,The football player pursued the socialite.,The football player pursued the socialite.,AAR
1505,377,active,plausible,The socialite pursued the football player.,The football player pursued the socialite.,AAR
1506,377,passive,plausible,The socialite was pursued by the football player.,The football player pursued the socialite.,AAR
1507,377,passive,plausible,The football player was pursued by the socialite.,The football player pursued the socialite.,AAR
1508,378,active,plausible,The neurologist consulted the geneticist.,The neurologist consulted the geneticist.,AAR
1509,378,active,plausible,The geneticist consulted the neurologist.,The neurologist consulted the geneticist.,AAR
1510,378,passive,plausible,The geneticist was consulted by the neurologist.,The neurologist consulted the geneticist.,AAR
1511,378,passive,plausible,The neurologist was consulted by the geneticist.,The neurologist consulted the geneticist.,AAR
1512,379,active,plausible,The fashionista humiliated the model.,The fashionista humiliated the model.,AAR
1513,379,active,plausible,The model humiliated the fashionista.,The fashionista humiliated the model.,AAR
1514,379,passive,plausible,The model was humiliated by the fashionista.,The fashionista humiliated the model.,AAR
1515,379,passive,plausible,The fashionista was humiliated by the model.,The fashionista humiliated the model.,AAR
1516,380,active,plausible,The butcher accused the meatpacker.,The butcher accused the meatpacker.,AAR
1517,380,active,plausible,The meatpacker accused the butcher.,The butcher accused the meatpacker.,AAR
1518,380,passive,plausible,The meatpacker was accused by the butcher.,The butcher accused the meatpacker.,AAR
1519,380,passive,plausible,The butcher was accused by the meatpacker.,The butcher accused the meatpacker.,AAR
1520,381,active,plausible,The niece embarrassed the aunt.,The niece embarrassed the aunt.,AAR
1521,381,active,plausible,The aunt embarrassed the niece.,The niece embarrassed the aunt.,AAR
1522,381,passive,plausible,The aunt was embarrassed by the niece.,The niece embarrassed the aunt.,AAR
1523,381,passive,plausible,The niece was embarrassed by the aunt.,The niece embarrassed the aunt.,AAR
1524,382,active,plausible,The warlord hailed the mercenary.,The warlord hailed the mercenary.,AAR
1525,382,active,plausible,The mercenary hailed the warlord.,The warlord hailed the mercenary.,AAR
1526,382,passive,plausible,The mercenary was hailed by the warlord.,The warlord hailed the mercenary.,AAR
1527,382,passive,plausible,The warlord was hailed by the mercenary.,The warlord hailed the mercenary.,AAR
1528,383,active,plausible,The neighbor snubbed the newcomer.,The neighbor snubbed the newcomer.,AAR
1529,383,active,plausible,The newcomer snubbed the neighbor.,The neighbor snubbed the newcomer.,AAR
1530,383,passive,plausible,The newcomer was snubbed by the neighbor.,The neighbor snubbed the newcomer.,AAR
1531,383,passive,plausible,The neighbor was snubbed by the newcomer.,The neighbor snubbed the newcomer.,AAR
1532,384,active,plausible,The editor overheard the proofreader.,The editor overheard the proofreader.,AAR
1533,384,active,plausible,The proofreader overheard the editor.,The editor overheard the proofreader.,AAR
1534,384,passive,plausible,The proofreader was overheard by the editor.,The editor overheard the proofreader.,AAR
1535,384,passive,plausible,The editor was overheard by the proofreader.,The editor overheard the proofreader.,AAR
1536,385,active,plausible,The communist offended the capitalist.,The communist offended the capitalist.,AAR
1537,385,active,plausible,The capitalist offended the communist.,The communist offended the capitalist.,AAR
1538,385,passive,plausible,The capitalist was offended by the communist.,The communist offended the capitalist.,AAR
1539,385,passive,plausible,The communist was offended by the capitalist.,The communist offended the capitalist.,AAR
1540,386,active,plausible,The curator misinformed the sculptor.,The curator misinformed the sculptor.,AAR
1541,386,active,plausible,The sculptor misinformed the curator.,The curator misinformed the sculptor.,AAR
1542,386,passive,plausible,The sculptor was misinformed by the curator.,The curator misinformed the sculptor.,AAR
1543,386,passive,plausible,The curator was misinformed by the sculptor.,The curator misinformed the sculptor.,AAR
1544,387,active,plausible,The baker mentioned the miller.,The baker mentioned the miller.,AAR
1545,387,active,plausible,The miller mentioned the baker.,The baker mentioned the miller.,AAR
1546,387,passive,plausible,The miller was mentioned by the baker.,The baker mentioned the miller.,AAR
1547,387,passive,plausible,The baker was mentioned by the miller.,The baker mentioned the miller.,AAR
1548,388,active,plausible,The pollster shamed the statistician.,The pollster shamed the statistician.,AAR
1549,388,active,plausible,The statistician shamed the pollster.,The pollster shamed the statistician.,AAR
1550,388,passive,plausible,The statistician was shamed by the pollster.,The pollster shamed the statistician.,AAR
1551,388,passive,plausible,The pollster was shamed by the statistician.,The pollster shamed the statistician.,AAR
1552,389,active,plausible,The screenwriter emailed the actor.,The screenwriter emailed the actor.,AAR
1553,389,active,plausible,The actor emailed the screenwriter.,The screenwriter emailed the actor.,AAR
1554,389,passive,plausible,The actor was emailed by the screenwriter.,The screenwriter emailed the actor.,AAR
1555,389,passive,plausible,The screenwriter was emailed by the actor.,The screenwriter emailed the actor.,AAR
1556,390,active,plausible,The dermatologist contradicted the pathologist.,The dermatologist contradicted the pathologist.,AAR
1557,390,active,plausible,The pathologist contradicted the dermatologist.,The dermatologist contradicted the pathologist.,AAR
1558,390,passive,plausible,The pathologist was contradicted by the dermatologist.,The dermatologist contradicted the pathologist.,AAR
1559,390,passive,plausible,The dermatologist was contradicted by the pathologist.,The dermatologist contradicted the pathologist.,AAR
1560,391,active,plausible,The sharecropper misled the fieldworker.,The sharecropper misled the fieldworker.,AAR
1561,391,active,plausible,The fieldworker misled the sharecropper.,The sharecropper misled the fieldworker.,AAR
1562,391,passive,plausible,The fieldworker was misled by the sharecropper.,The sharecropper misled the fieldworker.,AAR
1563,391,passive,plausible,The sharecropper was misled by the fieldworker.,The sharecropper misled the fieldworker.,AAR
1564,392,active,plausible,The patriot saluted the veteran.,The patriot saluted the veteran.,AAR
1565,392,active,plausible,The veteran saluted the patriot.,The patriot saluted the veteran.,AAR
1566,392,passive,plausible,The veteran was saluted by the patriot.,The patriot saluted the veteran.,AAR
1567,392,passive,plausible,The patriot was saluted by the veteran.,The patriot saluted the veteran.,AAR
1568,393,active,plausible,The welder visited the milkman.,The welder visited the milkman.,AAR
1569,393,active,plausible,The milkman visited the welder.,The welder visited the milkman.,AAR
1570,393,passive,plausible,The milkman was visited by the welder.,The welder visited the milkman.,AAR
1571,393,passive,plausible,The welder was visited by the milkman.,The welder visited the milkman.,AAR
1572,394,active,plausible,The teenager mortified the parent.,The teenager mortified the parent.,AAR
1573,394,active,plausible,The parent mortified the teenager.,The teenager mortified the parent.,AAR
1574,394,passive,plausible,The parent was mortified by the teenager.,The teenager mortified the parent.,AAR
1575,394,passive,plausible,The teenager was mortified by the parent.,The teenager mortified the parent.,AAR
1576,395,active,plausible,The surfer impressed the swimmer.,The surfer impressed the swimmer.,AAR
1577,395,active,plausible,The swimmer impressed the surfer.,The surfer impressed the swimmer.,AAR
1578,395,passive,plausible,The swimmer was impressed by the surfer.,The surfer impressed the swimmer.,AAR
1579,395,passive,plausible,The surfer was impressed by the swimmer.,The surfer impressed the swimmer.,AAR
1580,396,active,plausible,The miser antagonized the landlady.,The miser antagonized the landlady.,AAR
1581,396,active,plausible,The landlady antagonized the miser.,The miser antagonized the landlady.,AAR
1582,396,passive,plausible,The landlady was antagonized by the miser.,The miser antagonized the landlady.,AAR
1583,396,passive,plausible,The miser was antagonized by the landlady.,The miser antagonized the landlady.,AAR
1584,397,active,plausible,The infantryman upset the loyalist.,The infantryman upset the loyalist.,AAR
1585,397,active,plausible,The loyalist upset the infantryman.,The infantryman upset the loyalist.,AAR
1586,397,passive,plausible,The loyalist was upset by the infantryman.,The infantryman upset the loyalist.,AAR
1587,397,passive,plausible,The infantryman was upset by the loyalist.,The infantryman upset the loyalist.,AAR
1588,398,active,plausible,The florist invoiced the grocer.,The florist invoiced the grocer.,AAR
1589,398,active,plausible,The grocer invoiced the florist.,The florist invoiced the grocer.,AAR
1590,398,passive,plausible,The grocer was invoiced by the florist.,The florist invoiced the grocer.,AAR
1591,398,passive,plausible,The florist was invoiced by the grocer.,The florist invoiced the grocer.,AAR
1592,399,active,plausible,The claims adjuster harassed the retailer.,The claims adjuster harassed the retailer.,AAR
1593,399,active,plausible,The retailer harassed the claims adjuster.,The claims adjuster harassed the retailer.,AAR
1594,399,passive,plausible,The retailer was harassed by the claims adjuster.,The claims adjuster harassed the retailer.,AAR
1595,399,passive,plausible,The claims adjuster was harassed by the retailer.,The claims adjuster harassed the retailer.,AAR
1596,400,active,plausible,The ex-wife punched the girlfriend.,The ex-wife punched the girlfriend.,AAR
1597,400,active,plausible,The girlfriend punched the ex-wife.,The ex-wife punched the girlfriend.,AAR
1598,400,passive,plausible,The girlfriend was punched by the ex-wife.,The ex-wife punched the girlfriend.,AAR
1599,400,passive,plausible,The ex-wife was punched by the girlfriend.,The ex-wife punched the girlfriend.,AAR
1600,401,active,plausible,The defender blamed the goalkeeper.,The defender blamed the goalkeeper.,AAR
1601,401,active,plausible,The goalkeeper blamed the defender.,The defender blamed the goalkeeper.,AAR
1602,401,passive,plausible,The goalkeeper was blamed by the defender.,The defender blamed the goalkeeper.,AAR
1603,401,passive,plausible,The defender was blamed by the goalkeeper.,The defender blamed the goalkeeper.,AAR
1604,402,active,plausible,The geologist reassured the excavator.,The geologist reassured the excavator.,AAR
1605,402,active,plausible,The excavator reassured the geologist.,The geologist reassured the excavator.,AAR
1606,402,passive,plausible,The excavator was reassured by the geologist.,The geologist reassured the excavator.,AAR
1607,402,passive,plausible,The geologist was reassured by the excavator.,The geologist reassured the excavator.,AAR
1608,403,active,plausible,The physicist nagged the mathematician.,The physicist nagged the mathematician.,AAR
1609,403,active,plausible,The mathematician nagged the physicist.,The physicist nagged the mathematician.,AAR
1610,403,passive,plausible,The mathematician was nagged by the physicist.,The physicist nagged the mathematician.,AAR
1611,403,passive,plausible,The physicist was nagged by the mathematician.,The physicist nagged the mathematician.,AAR
1612,404,active,plausible,The employee watched the embezzler.,The employee watched the embezzler.,AAR
1613,404,active,plausible,The embezzler watched the employee.,The employee watched the embezzler.,AAR
1614,404,passive,plausible,The embezzler was watched by the employee.,The employee watched the embezzler.,AAR
1615,404,passive,plausible,The employee was watched by the embezzler.,The employee watched the embezzler.,AAR
1616,405,active,plausible,The programmer distrusted the volunteer.,The programmer distrusted the volunteer.,AAR
1617,405,active,plausible,The volunteer distrusted the programmer.,The programmer distrusted the volunteer.,AAR
1618,405,passive,plausible,The volunteer was distrusted by the programmer.,The programmer distrusted the volunteer.,AAR
1619,405,passive,plausible,The programmer was distrusted by the volunteer.,The programmer distrusted the volunteer.,AAR
1620,406,active,plausible,The interviewer befriended the chairman.,The interviewer befriended the chairman.,AAR
1621,406,active,plausible,The chairman befriended the interviewer.,The interviewer befriended the chairman.,AAR
1622,406,passive,plausible,The chairman was befriended by the interviewer.,The interviewer befriended the chairman.,AAR
1623,406,passive,plausible,The interviewer was befriended by the chairman.,The interviewer befriended the chairman.,AAR
1624,407,active,plausible,The cinematographer favored the movie star.,The cinematographer favored the movie star.,AAR
1625,407,active,plausible,The movie star favored the cinematographer.,The cinematographer favored the movie star.,AAR
1626,407,passive,plausible,The movie star was favored by the cinematographer.,The cinematographer favored the movie star.,AAR
1627,407,passive,plausible,The cinematographer was favored by the movie star.,The cinematographer favored the movie star.,AAR
1628,408,active,plausible,The hockey player aggravated the skater.,The hockey player aggravated the skater.,AAR
1629,408,active,plausible,The skater aggravated the hockey player.,The hockey player aggravated the skater.,AAR
1630,408,passive,plausible,The skater was aggravated by the hockey player.,The hockey player aggravated the skater.,AAR
1631,408,passive,plausible,The hockey player was aggravated by the skater.,The hockey player aggravated the skater.,AAR
1632,409,active,plausible,The bricklayer outraged the crane operator.,The bricklayer outraged the crane operator.,AAR
1633,409,active,plausible,The crane operator outraged the bricklayer.,The bricklayer outraged the crane operator.,AAR
1634,409,passive,plausible,The crane operator was outraged by the bricklayer.,The bricklayer outraged the crane operator.,AAR
1635,409,passive,plausible,The bricklayer was outraged by the crane operator.,The bricklayer outraged the crane operator.,AAR
1636,410,active,plausible,The candidate approved the nominee.,The candidate approved the nominee.,AAR
1637,410,active,plausible,The nominee approved the candidate.,The candidate approved the nominee.,AAR
1638,410,passive,plausible,The nominee was approved by the candidate.,The candidate approved the nominee.,AAR
1639,410,passive,plausible,The candidate was approved by the nominee.,The candidate approved the nominee.,AAR
1640,411,active,plausible,The entomologist disparaged the biologist.,The entomologist disparaged the biologist.,AAR
1641,411,active,plausible,The biologist disparaged the entomologist.,The entomologist disparaged the biologist.,AAR
1642,411,passive,plausible,The biologist was disparaged by the entomologist.,The entomologist disparaged the biologist.,AAR
1643,411,passive,plausible,The entomologist was disparaged by the biologist.,The entomologist disparaged the biologist.,AAR
1644,412,active,plausible,The hypochondriac hounded the medic.,The hypochondriac hounded the medic.,AAR
1645,412,active,plausible,The medic hounded the hypochondriac.,The hypochondriac hounded the medic.,AAR
1646,412,passive,plausible,The medic was hounded by the hypochondriac.,The hypochondriac hounded the medic.,AAR
1647,412,passive,plausible,The hypochondriac was hounded by the medic.,The hypochondriac hounded the medic.,AAR
1648,413,active,plausible,The chemist suspected the pharmacist.,The chemist suspected the pharmacist.,AAR
1649,413,active,plausible,The pharmacist suspected the chemist.,The chemist suspected the pharmacist.,AAR
1650,413,passive,plausible,The pharmacist was suspected by the chemist.,The chemist suspected the pharmacist.,AAR
1651,413,passive,plausible,The chemist was suspected by the pharmacist.,The chemist suspected the pharmacist.,AAR
1652,414,active,plausible,The litigator begged the citizen.,The litigator begged the citizen.,AAR
1653,414,active,plausible,The citizen begged the litigator.,The litigator begged the citizen.,AAR
1654,414,passive,plausible,The citizen was begged by the litigator.,The litigator begged the citizen.,AAR
1655,414,passive,plausible,The litigator was begged by the citizen.,The litigator begged the citizen.,AAR
1656,415,active,plausible,The plumber devastated the foreman.,The plumber devastated the foreman.,AAR
1657,415,active,plausible,The foreman devastated the plumber.,The plumber devastated the foreman.,AAR
1658,415,passive,plausible,The foreman was devastated by the plumber.,The plumber devastated the foreman.,AAR
1659,415,passive,plausible,The plumber was devastated by the foreman.,The plumber devastated the foreman.,AAR
1660,416,active,plausible,The sergeant identified the sniper.,The sergeant identified the sniper.,AAR
1661,416,active,plausible,The sniper identified the sergeant.,The sergeant identified the sniper.,AAR
1662,416,passive,plausible,The sniper was identified by the sergeant.,The sergeant identified the sniper.,AAR
1663,416,passive,plausible,The sergeant was identified by the sniper.,The sergeant identified the sniper.,AAR
