ItemNumber,Voice,Plausible/Implausible,Stimulus,OriginalSentence,EvType
358,active,implausible,The snorkeler mauled the shark.,The shark mauled the snorkeler.,AAN
358,passive,plausible,The snorkeler was mauled by the shark.,The shark mauled the snorkeler.,AAN
358,passive,implausible,The shark was mauled by the snorkeler.,The shark mauled the snorkeler.,AAN
359,active,plausible,The president pardoned the traitor.,The president pardoned the traitor.,AAN
359,active,implausible,The traitor pardoned the president.,The president pardoned the traitor.,AAN
359,passive,plausible,The traitor was pardoned by the president.,The president pardoned the traitor.,AAN
359,passive,implausible,The president was pardoned by the traitor.,The president pardoned the traitor.,AAN
360,active,plausible,The au pair spanked the girl.,The au pair spanked the girl.,AAN
360,active,implausible,The girl spanked the au pair.,The au pair spanked the girl.,AAN
360,passive,plausible,The girl was spanked by the au pair.,The au pair spanked the girl.,AAN
360,passive,implausible,The au pair was spanked by the girl.,The au pair spanked the girl.,AAN
361,active,plausible,The TV station head promoted the newsagent.,The TV station head promoted the newsagent.,AAN
361,active,implausible,The newsagent promoted the TV station head.,The TV station head promoted the newsagent.,AAN
361,passive,plausible,The newsagent was promoted by the TV station head.,The TV station head promoted the newsagent.,AAN
361,passive,implausible,The TV station head was promoted by the newsagent.,The TV station head promoted the newsagent.,AAN
362,active,plausible,The policewoman handcuffed the offender.,The policewoman handcuffed the offender.,AAN
362,active,implausible,The offender handcuffed the policewoman.,The policewoman handcuffed the offender.,AAN
362,passive,plausible,The offender was handcuffed by the policewoman.,The policewoman handcuffed the offender.,AAN
362,passive,implausible,The policewoman was handcuffed by the offender.,The policewoman handcuffed the offender.,AAN
363,active,plausible,The anthropologist studied the tribesman.,The anthropologist studied the tribesman.,AAN
363,active,implausible,The tribesman studied the anthropologist.,The anthropologist studied the tribesman.,AAN
363,passive,plausible,The tribesman was studied by the anthropologist.,The anthropologist studied the tribesman.,AAN
363,passive,implausible,The anthropologist was studied by the tribesman.,The anthropologist studied the tribesman.,AAN
364,active,plausible,The police chief rewarded the firefighter.,The police chief rewarded the firefighter.,AAN
364,active,implausible,The firefighter rewarded the police chief.,The police chief rewarded the firefighter.,AAN
364,passive,plausible,The firefighter was rewarded by the police chief.,The police chief rewarded the firefighter.,AAN
364,passive,implausible,The police chief was rewarded by the firefighter.,The police chief rewarded the firefighter.,AAN
365,active,plausible,The miscreant kidnapped the beneficiary.,The miscreant kidnapped the beneficiary.,AAN
365,active,implausible,The beneficiary kidnapped the miscreant.,The miscreant kidnapped the beneficiary.,AAN
365,passive,plausible,The beneficiary was kidnapped by the miscreant.,The miscreant kidnapped the beneficiary.,AAN
365,passive,implausible,The miscreant was kidnapped by the beneficiary.,The miscreant kidnapped the beneficiary.,AAN
366,active,plausible,The social worker comforted the abused woman.,The social worker comforted the abused woman.,AAN
366,active,implausible,The abused woman comforted the social worker.,The social worker comforted the abused woman.,AAN
366,passive,plausible,The abused woman was comforted by the social worker.,The social worker comforted the abused woman.,AAN
366,passive,implausible,The social worker was comforted by the abused woman.,The social worker comforted the abused woman.,AAN
367,active,plausible,The neuroscientist overwhelmed the lab assistant.,The neuroscientist overwhelmed the lab assistant.,AAN
367,active,implausible,The lab assistant overwhelmed the neuroscientist.,The neuroscientist overwhelmed the lab assistant.,AAN
367,passive,plausible,The lab assistant was overwhelmed by the neuroscientist.,The neuroscientist overwhelmed the lab assistant.,AAN
367,passive,implausible,The neuroscientist was overwhelmed by the lab assistant.,The neuroscientist overwhelmed the lab assistant.,AAN
368,active,plausible,The warmonger terrorized the gunsmith.,The warmonger terrorized the gunsmith.,AAN
368,active,implausible,The gunsmith terrorized the warmonger.,The warmonger terrorized the gunsmith.,AAN
368,passive,plausible,The gunsmith was terrorized by the warmonger.,The warmonger terrorized the gunsmith.,AAN
368,passive,implausible,The warmonger was terrorized by the gunsmith.,The warmonger terrorized the gunsmith.,AAN
369,active,plausible,The conductor tolerated the violinist.,The conductor tolerated the violinist.,AAR
369,active,plausible,The violinist tolerated the conductor.,The conductor tolerated the violinist.,AAR
369,passive,plausible,The violinist was tolerated by the conductor.,The conductor tolerated the violinist.,AAR
369,passive,plausible,The conductor was tolerated by the violinist.,The conductor tolerated the violinist.,AAR
370,active,plausible,The pitcher signaled the hitter.,The pitcher signaled the hitter.,AAR
370,active,plausible,The hitter signaled the pitcher.,The pitcher signaled the hitter.,AAR
370,passive,plausible,The hitter was signaled by the pitcher.,The pitcher signaled the hitter.,AAR
370,passive,plausible,The pitcher was signaled by the hitter.,The pitcher signaled the hitter.,AAR
371,active,plausible,The quarterback kissed the cheerleader.,The quarterback kissed the cheerleader.,AAR
371,active,plausible,The cheerleader kissed the quarterback.,The quarterback kissed the cheerleader.,AAR
371,passive,plausible,The cheerleader was kissed by the quarterback.,The quarterback kissed the cheerleader.,AAR
371,passive,plausible,The quarterback was kissed by the cheerleader.,The quarterback kissed the cheerleader.,AAR
372,active,plausible,The camper startled the bear.,The camper startled the bear.,AAR
372,active,plausible,The bear startled the camper.,The camper startled the bear.,AAR
372,passive,plausible,The bear was startled by the camper.,The camper startled the bear.,AAR
372,passive,plausible,The camper was startled by the bear.,The camper startled the bear.,AAR
373,active,plausible,The admiral accompanied the lieutenant.,The admiral accompanied the lieutenant.,AAR
373,active,plausible,The lieutenant accompanied the admiral.,The admiral accompanied the lieutenant.,AAR
373,passive,plausible,The lieutenant was accompanied by the admiral.,The admiral accompanied the lieutenant.,AAR
373,passive,plausible,The admiral was accompanied by the lieutenant.,The admiral accompanied the lieutenant.,AAR
374,active,plausible,The tenor loved the soprano.,The tenor loved the soprano.,AAR
374,active,plausible,The soprano loved the tenor.,The tenor loved the soprano.,AAR
374,passive,plausible,The soprano was loved by the tenor.,The tenor loved the soprano.,AAR
374,passive,plausible,The tenor was loved by the soprano.,The tenor loved the soprano.,AAR
375,active,plausible,The photographer paid the barrister.,The photographer paid the barrister.,AAR
375,active,plausible,The barrister paid the photographer.,The photographer paid the barrister.,AAR
375,passive,plausible,The barrister was paid by the photographer.,The photographer paid the barrister.,AAR
375,passive,plausible,The photographer was paid by the barrister.,The photographer paid the barrister.,AAR
376,active,plausible,The bachelor intrigued the blonde.,The bachelor intrigued the blonde.,AAR
376,active,plausible,The blonde intrigued the bachelor.,The bachelor intrigued the blonde.,AAR
376,passive,plausible,The blonde was intrigued by the bachelor.,The bachelor intrigued the blonde.,AAR
376,passive,plausible,The bachelor was intrigued by the blonde.,The bachelor intrigued the blonde.,AAR
377,active,plausible,The football player pursued the socialite.,The football player pursued the socialite.,AAR
377,active,plausible,The socialite pursued the football player.,The football player pursued the socialite.,AAR
377,passive,plausible,The socialite was pursued by the football player.,The football player pursued the socialite.,AAR
377,passive,plausible,The football player was pursued by the socialite.,The football player pursued the socialite.,AAR
378,active,plausible,The neurologist consulted the geneticist.,The neurologist consulted the geneticist.,AAR
378,active,plausible,The geneticist consulted the neurologist.,The neurologist consulted the geneticist.,AAR
378,passive,plausible,The geneticist was consulted by the neurologist.,The neurologist consulted the geneticist.,AAR
378,passive,plausible,The neurologist was consulted by the geneticist.,The neurologist consulted the geneticist.,AAR
379,active,plausible,The fashionista humiliated the model.,The fashionista humiliated the model.,AAR
379,active,plausible,The model humiliated the fashionista.,The fashionista humiliated the model.,AAR
379,passive,plausible,The model was humiliated by the fashionista.,The fashionista humiliated the model.,AAR
379,passive,plausible,The fashionista was humiliated by the model.,The fashionista humiliated the model.,AAR
380,active,plausible,The butcher accused the meatpacker.,The butcher accused the meatpacker.,AAR
380,active,plausible,The meatpacker accused the butcher.,The butcher accused the meatpacker.,AAR
380,passive,plausible,The meatpacker was accused by the butcher.,The butcher accused the meatpacker.,AAR
380,passive,plausible,The butcher was accused by the meatpacker.,The butcher accused the meatpacker.,AAR
381,active,plausible,The niece embarrassed the aunt.,The niece embarrassed the aunt.,AAR
381,active,plausible,The aunt embarrassed the niece.,The niece embarrassed the aunt.,AAR
381,passive,plausible,The aunt was embarrassed by the niece.,The niece embarrassed the aunt.,AAR
381,passive,plausible,The niece was embarrassed by the aunt.,The niece embarrassed the aunt.,AAR
382,active,plausible,The warlord hailed the mercenary.,The warlord hailed the mercenary.,AAR
382,active,plausible,The mercenary hailed the warlord.,The warlord hailed the mercenary.,AAR
382,passive,plausible,The mercenary was hailed by the warlord.,The warlord hailed the mercenary.,AAR
382,passive,plausible,The warlord was hailed by the mercenary.,The warlord hailed the mercenary.,AAR
383,active,plausible,The neighbor snubbed the newcomer.,The neighbor snubbed the newcomer.,AAR
383,active,plausible,The newcomer snubbed the neighbor.,The neighbor snubbed the newcomer.,AAR
383,passive,plausible,The newcomer was snubbed by the neighbor.,The neighbor snubbed the newcomer.,AAR
383,passive,plausible,The neighbor was snubbed by the newcomer.,The neighbor snubbed the newcomer.,AAR
384,active,plausible,The editor overheard the proofreader.,The editor overheard the proofreader.,AAR
384,active,plausible,The proofreader overheard the editor.,The editor overheard the proofreader.,AAR
384,passive,plausible,The proofreader was overheard by the editor.,The editor overheard the proofreader.,AAR
384,passive,plausible,The editor was overheard by the proofreader.,The editor overheard the proofreader.,AAR
385,active,plausible,The communist offended the capitalist.,The communist offended the capitalist.,AAR
385,active,plausible,The capitalist offended the communist.,The communist offended the capitalist.,AAR
385,passive,plausible,The capitalist was offended by the communist.,The communist offended the capitalist.,AAR
385,passive,plausible,The communist was offended by the capitalist.,The communist offended the capitalist.,AAR
386,active,plausible,The curator misinformed the sculptor.,The curator misinformed the sculptor.,AAR
386,active,plausible,The sculptor misinformed the curator.,The curator misinformed the sculptor.,AAR
386,passive,plausible,The sculptor was misinformed by the curator.,The curator misinformed the sculptor.,AAR
386,passive,plausible,The curator was misinformed by the sculptor.,The curator misinformed the sculptor.,AAR
387,active,plausible,The baker mentioned the miller.,The baker mentioned the miller.,AAR
387,active,plausible,The miller mentioned the baker.,The baker mentioned the miller.,AAR
387,passive,plausible,The miller was mentioned by the baker.,The baker mentioned the miller.,AAR
387,passive,plausible,The baker was mentioned by the miller.,The baker mentioned the miller.,AAR
388,active,plausible,The pollster shamed the statistician.,The pollster shamed the statistician.,AAR
388,active,plausible,The statistician shamed the pollster.,The pollster shamed the statistician.,AAR
388,passive,plausible,The statistician was shamed by the pollster.,The pollster shamed the statistician.,AAR
388,passive,plausible,The pollster was shamed by the statistician.,The pollster shamed the statistician.,AAR
389,active,plausible,The screenwriter emailed the actor.,The screenwriter emailed the actor.,AAR
389,active,plausible,The actor emailed the screenwriter.,The screenwriter emailed the actor.,AAR
389,passive,plausible,The actor was emailed by the screenwriter.,The screenwriter emailed the actor.,AAR
389,passive,plausible,The screenwriter was emailed by the actor.,The screenwriter emailed the actor.,AAR
390,active,plausible,The dermatologist contradicted the pathologist.,The dermatologist contradicted the pathologist.,AAR
390,active,plausible,The pathologist contradicted the dermatologist.,The dermatologist contradicted the pathologist.,AAR
390,passive,plausible,The pathologist was contradicted by the dermatologist.,The dermatologist contradicted the pathologist.,AAR
390,passive,plausible,The dermatologist was contradicted by the pathologist.,The dermatologist contradicted the pathologist.,AAR
391,active,plausible,The sharecropper misled the fieldworker.,The sharecropper misled the fieldworker.,AAR
391,active,plausible,The fieldworker misled the sharecropper.,The sharecropper misled the fieldworker.,AAR
391,passive,plausible,The fieldworker was misled by the sharecropper.,The sharecropper misled the fieldworker.,AAR
391,passive,plausible,The sharecropper was misled by the fieldworker.,The sharecropper misled the fieldworker.,AAR
392,active,plausible,The patriot saluted the veteran.,The patriot saluted the veteran.,AAR
392,active,plausible,The veteran saluted the patriot.,The patriot saluted the veteran.,AAR
392,passive,plausible,The veteran was saluted by the patriot.,The patriot saluted the veteran.,AAR
392,passive,plausible,The patriot was saluted by the veteran.,The patriot saluted the veteran.,AAR
393,active,plausible,The welder visited the milkman.,The welder visited the milkman.,AAR
393,active,plausible,The milkman visited the welder.,The welder visited the milkman.,AAR
393,passive,plausible,The milkman was visited by the welder.,The welder visited the milkman.,AAR
393,passive,plausible,The welder was visited by the milkman.,The welder visited the milkman.,AAR
394,active,plausible,The teenager mortified the parent.,The teenager mortified the parent.,AAR
394,active,plausible,The parent mortified the teenager.,The teenager mortified the parent.,AAR
394,passive,plausible,The parent was mortified by the teenager.,The teenager mortified the parent.,AAR
394,passive,plausible,The teenager was mortified by the parent.,The teenager mortified the parent.,AAR
395,active,plausible,The surfer impressed the swimmer.,The surfer impressed the swimmer.,AAR
395,active,plausible,The swimmer impressed the surfer.,The surfer impressed the swimmer.,AAR
395,passive,plausible,The swimmer was impressed by the surfer.,The surfer impressed the swimmer.,AAR
395,passive,plausible,The surfer was impressed by the swimmer.,The surfer impressed the swimmer.,AAR
396,active,plausible,The miser antagonized the landlady.,The miser antagonized the landlady.,AAR
396,active,plausible,The landlady antagonized the miser.,The miser antagonized the landlady.,AAR
396,passive,plausible,The landlady was antagonized by the miser.,The miser antagonized the landlady.,AAR
396,passive,plausible,The miser was antagonized by the landlady.,The miser antagonized the landlady.,AAR
397,active,plausible,The infantryman upset the loyalist.,The infantryman upset the loyalist.,AAR
397,active,plausible,The loyalist upset the infantryman.,The infantryman upset the loyalist.,AAR
397,passive,plausible,The loyalist was upset by the infantryman.,The infantryman upset the loyalist.,AAR
397,passive,plausible,The infantryman was upset by the loyalist.,The infantryman upset the loyalist.,AAR
398,active,plausible,The florist invoiced the grocer.,The florist invoiced the grocer.,AAR
398,active,plausible,The grocer invoiced the florist.,The florist invoiced the grocer.,AAR
398,passive,plausible,The grocer was invoiced by the florist.,The florist invoiced the grocer.,AAR
398,passive,plausible,The florist was invoiced by the grocer.,The florist invoiced the grocer.,AAR
399,active,plausible,The claims adjuster harassed the retailer.,The claims adjuster harassed the retailer.,AAR
399,active,plausible,The retailer harassed the claims adjuster.,The claims adjuster harassed the retailer.,AAR
399,passive,plausible,The retailer was harassed by the claims adjuster.,The claims adjuster harassed the retailer.,AAR
399,passive,plausible,The claims adjuster was harassed by the retailer.,The claims adjuster harassed the retailer.,AAR
400,active,plausible,The ex-wife punched the girlfriend.,The ex-wife punched the girlfriend.,AAR
400,active,plausible,The girlfriend punched the ex-wife.,The ex-wife punched the girlfriend.,AAR
400,passive,plausible,The girlfriend was punched by the ex-wife.,The ex-wife punched the girlfriend.,AAR
400,passive,plausible,The ex-wife was punched by the girlfriend.,The ex-wife punched the girlfriend.,AAR
401,active,plausible,The defender blamed the goalkeeper.,The defender blamed the goalkeeper.,AAR
401,active,plausible,The goalkeeper blamed the defender.,The defender blamed the goalkeeper.,AAR
401,passive,plausible,The goalkeeper was blamed by the defender.,The defender blamed the goalkeeper.,AAR
401,passive,plausible,The defender was blamed by the goalkeeper.,The defender blamed the goalkeeper.,AAR
402,active,plausible,The geologist reassured the excavator.,The geologist reassured the excavator.,AAR
402,active,plausible,The excavator reassured the geologist.,The geologist reassured the excavator.,AAR
402,passive,plausible,The excavator was reassured by the geologist.,The geologist reassured the excavator.,AAR
402,passive,plausible,The geologist was reassured by the excavator.,The geologist reassured the excavator.,AAR
403,active,plausible,The physicist nagged the mathematician.,The physicist nagged the mathematician.,AAR
403,active,plausible,The mathematician nagged the physicist.,The physicist nagged the mathematician.,AAR
403,passive,plausible,The mathematician was nagged by the physicist.,The physicist nagged the mathematician.,AAR
403,passive,plausible,The physicist was nagged by the mathematician.,The physicist nagged the mathematician.,AAR
404,active,plausible,The employee watched the embezzler.,The employee watched the embezzler.,AAR
404,active,plausible,The embezzler watched the employee.,The employee watched the embezzler.,AAR
404,passive,plausible,The embezzler was watched by the employee.,The employee watched the embezzler.,AAR
404,passive,plausible,The employee was watched by the embezzler.,The employee watched the embezzler.,AAR
405,active,plausible,The programmer distrusted the volunteer.,The programmer distrusted the volunteer.,AAR
405,active,plausible,The volunteer distrusted the programmer.,The programmer distrusted the volunteer.,AAR
405,passive,plausible,The volunteer was distrusted by the programmer.,The programmer distrusted the volunteer.,AAR
405,passive,plausible,The programmer was distrusted by the volunteer.,The programmer distrusted the volunteer.,AAR
406,active,plausible,The interviewer befriended the chairman.,The interviewer befriended the chairman.,AAR
406,active,plausible,The chairman befriended the interviewer.,The interviewer befriended the chairman.,AAR
406,passive,plausible,The chairman was befriended by the interviewer.,The interviewer befriended the chairman.,AAR
406,passive,plausible,The interviewer was befriended by the chairman.,The interviewer befriended the chairman.,AAR
407,active,plausible,The cinematographer favored the movie star.,The cinematographer favored the movie star.,AAR
407,active,plausible,The movie star favored the cinematographer.,The cinematographer favored the movie star.,AAR
407,passive,plausible,The movie star was favored by the cinematographer.,The cinematographer favored the movie star.,AAR
407,passive,plausible,The cinematographer was favored by the movie star.,The cinematographer favored the movie star.,AAR
408,active,plausible,The hockey player aggravated the skater.,The hockey player aggravated the skater.,AAR
408,active,plausible,The skater aggravated the hockey player.,The hockey player aggravated the skater.,AAR
408,passive,plausible,The skater was aggravated by the hockey player.,The hockey player aggravated the skater.,AAR
408,passive,plausible,The hockey player was aggravated by the skater.,The hockey player aggravated the skater.,AAR
409,active,plausible,The bricklayer outraged the crane operator.,The bricklayer outraged the crane operator.,AAR
409,active,plausible,The crane operator outraged the bricklayer.,The bricklayer outraged the crane operator.,AAR
409,passive,plausible,The crane operator was outraged by the bricklayer.,The bricklayer outraged the crane operator.,AAR
409,passive,plausible,The bricklayer was outraged by the crane operator.,The bricklayer outraged the crane operator.,AAR
410,active,plausible,The candidate approved the nominee.,The candidate approved the nominee.,AAR
410,active,plausible,The nominee approved the candidate.,The candidate approved the nominee.,AAR
410,passive,plausible,The nominee was approved by the candidate.,The candidate approved the nominee.,AAR
410,passive,plausible,The candidate was approved by the nominee.,The candidate approved the nominee.,AAR
411,active,plausible,The entomologist disparaged the biologist.,The entomologist disparaged the biologist.,AAR
411,active,plausible,The biologist disparaged the entomologist.,The entomologist disparaged the biologist.,AAR
411,passive,plausible,The biologist was disparaged by the entomologist.,The entomologist disparaged the biologist.,AAR
411,passive,plausible,The entomologist was disparaged by the biologist.,The entomologist disparaged the biologist.,AAR
412,active,plausible,The hypochondriac hounded the medic.,The hypochondriac hounded the medic.,AAR
412,active,plausible,The medic hounded the hypochondriac.,The hypochondriac hounded the medic.,AAR
412,passive,plausible,The medic was hounded by the hypochondriac.,The hypochondriac hounded the medic.,AAR
412,passive,plausible,The hypochondriac was hounded by the medic.,The hypochondriac hounded the medic.,AAR
413,active,plausible,The chemist suspected the pharmacist.,The chemist suspected the pharmacist.,AAR
413,active,plausible,The pharmacist suspected the chemist.,The chemist suspected the pharmacist.,AAR
413,passive,plausible,The pharmacist was suspected by the chemist.,The chemist suspected the pharmacist.,AAR
413,passive,plausible,The chemist was suspected by the pharmacist.,The chemist suspected the pharmacist.,AAR
414,active,plausible,The litigator begged the citizen.,The litigator begged the citizen.,AAR
414,active,plausible,The citizen begged the litigator.,The litigator begged the citizen.,AAR
414,passive,plausible,The citizen was begged by the litigator.,The litigator begged the citizen.,AAR
414,passive,plausible,The litigator was begged by the citizen.,The litigator begged the citizen.,AAR
415,active,plausible,The plumber devastated the foreman.,The plumber devastated the foreman.,AAR
415,active,plausible,The foreman devastated the plumber.,The plumber devastated the foreman.,AAR
415,passive,plausible,The foreman was devastated by the plumber.,The plumber devastated the foreman.,AAR
415,passive,plausible,The plumber was devastated by the foreman.,The plumber devastated the foreman.,AAR
416,active,plausible,The sergeant identified the sniper.,The sergeant identified the sniper.,AAR
416,active,plausible,The sniper identified the sergeant.,The sergeant identified the sniper.,AAR
416,passive,plausible,The sniper was identified by the sergeant.,The sergeant identified the sniper.,AAR
416,passive,plausible,The sergeant was identified by the sniper.,The sergeant identified the sniper.,AAR
