WorkerId,na.pct,n,implausible,plausible,diff,Answer.English,Answer.country,profcheck,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,HITId,filler.left,filler.right
ANTAJF0CKF25T,0,54,5.25,4.875,-0.375,yes,USA,,"When I was younger, I would go to school and for kids","It's raining tomorrow, so going to rain",653,good survey,3ZRKL6Z1E83M8L1ECND8PZPW2TESGO,7,1
AO32GL5867YY7,0,54,1,6.8,5.8,yes,USA,yes,"When I was younger, I would go to school and play soccer in the afternoon.","It's raining tomorrow, so the lawn will look nice next week.",1309,Red Forest,3HEADTGN2PSTP3RWMTCPZQNA36JRVO,7,1
AOAMTLMPOJ7P7,0,54,2.5,6,3.5,yes,USA,yes,"When I was younger, I would go to school and come back on my own","It's raining tomorrow, so let's be prepared",843,{},3ZICQFRS31IJ0EIXX7V56Z250X7ZZM,7,1
AOIR8V07FYMH5,0,54,1.125,6.25,5.125,yes,USA,yes,"When I was younger, I would go to school and learn about many different subjects.","It's raining tomorrow, so I should carry an umbrella with me to work.",1602,{},3WUVMVA7OB3IZ6APLFF6P6BWRD1AZZ,7,1
AOOLS8280CL0Z,0,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and talk to my friends.","It's raining tomorrow, so I'll be bringing my umbrella.",1988,{},3IKMEYR0LWVY58GZ8ZJHW94LBGW2KY,6,1
AOU4SVB679704,0.018518519,54,7,7,0,yes,USA,,"When I was younger, I would go to school and study","It's raining tomorrow, so i cannot go to school",2546,good,3AC6MFV69KIX9TI3RLPY6SY048RHZH,7,1
AOWW3URQNRJ6U,0,54,1,5.75,4.75,yes,USA,yes,"When I was younger, I would go to school and learn different subjects like math and English.","It's raining tomorrow, so I will bring an umbrella with me.",2218,{},329E6HTMSW2NQQCICZXMFJ9DHUWK3R,7,1
AQKASU6KLW1GZ,0,54,6.1,5.7,-0.4,yes,USA,,"When I was younger, I would go to school and park","It's raining tomorrow, so I come with umbrella",2940,excellent,33Q5P9PUSPM6SL7N5TBXV11KRGMCZ3,7,1
AQL24433IP0QQ,0,54,1.1,4.7,3.6,yes,USA,yes,"When I was younger, I would go to school and learn.","It's raining tomorrow, so I brought a coat.",1801,{},335HHSX8CD5U6SD7Z301F0FXGQHDHE,7,1
AQWH9UY6FVU21,0,54,1,4.75,3.75,yes,USA,yes,"When I was younger, I would go to school and study and learn new things","It's raining tomorrow, so I would reschedule my movement",2128,interesting,3IWA71V4TIGS79Y7UKA9CGTZNTCX6W,7,1
AQY8URN1JQDC2,0.018518519,54,5,4.5,-0.5,yes,USA,,"When I was younger, I would go to school and park, cycling and ground.","It's raining tomorrow, so I come with Umbrella",1084,good survey,3WJGKMRWVI93PK2RDBM049IH3YCDC5,7,1
ARG392N6HWZCJ,0,54,5.375,4.625,-0.75,yes,USA,,"When I was younger, I would go to school and go to classes and study hard everydy","It's raining tomorrow, so I will wear rainboots and a rain jacket",472,Thank you!,3GVPRXWRPHUELENHE8F0FK6GUSTI7J,7,1
ARI1EMAHUA9PO,0.018518519,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and spend time with my friends in class.","It's raining tomorrow, so I think I'll take an umbrella.",2309,{},35A1YQPVFEGZYA9YQF03H0SK3MYI54,7,1
ARWF605I7RWM7,0,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and read books to learn new information.","It's raining tomorrow, so I will need to bring an umbrella.",2340,No comments.,3GKAWYFRAPTMJ9BVIG86O9HO2HRPDV,7,1
ARWN6TT8EWCFJ,0.037037037,54,4.6,4.666666667,0.066666667,yes,USA,,"When I was younger, I would go to school and learn about history","It's raining tomorrow, so im going stay inside",1243,{},3YZ7A3YHR5TOSOCUVRUHL2Y7CK0S56,7,1
ASF5V3K4IFP4K,0,54,2.375,6.125,3.75,yes,USA,yes,"When I was younger, I would go to school and I would sit in class.","It's raining tomorrow, so I am not going to wash my car todau.",1415,{},3V0TR1NRVA22W9M00MPGVAYNQIYA4N,7,1
ASGL06ZNUZCRT,0.037037037,54,4.444444444,4.333333333,-0.111111111,yes,USA,,"When I was younger, I would go to school and my age is upper in im going to college.","It's raining tomorrow, so school is leave",802,well,3YLTXLH3DF63VPGX4CRWFUWMU9KHPW,7,1
ATP2BJPDK4K2B,0,54,4,6.5,2.5,yes,USA,yes,"When I was younger, I would go to school and go to my classes for the day.","It's raining tomorrow, so I brought an umbrella.",2297,"Not sure where to put the code.

Red Forest",3DGDV62G7O9ZGZDFLROPSQQK5Q2P2M,6,1
ATPXLUQECTOD2,0,54,5.125,5.625,0.5,yes,USA,,"When I was younger, I would go to school and play ground with my friends","It's raining tomorrow, so i am watched weather report",1560,useful study,3IH9TRB0FBZ0AS8FPSYREAF3R6TI1M,7,1
AU2RMH9IZP60M,0,54,1.875,6.125,4.25,yes,USA,yes,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so I'm going to bring an umbrella with me.",2366,Thank you for having me.,3UAU495MIISQFBAGPBLG99GME5WUOL,7,2
AU34T9OMHN4Z4,0,54,1,4.875,3.875,yes,USA,yes,"When I was younger, I would go to school and learn math, history and science.","It's raining tomorrow, so I will need to bring an umbrella.",528,{},3UAU495MIISQFBAGPBLG99GMECQUOT,7,1
AU849EHZNGV2Z,0,54,2,6.625,4.625,yes,USA,yes,"When I was younger, I would go to school and study subjects such as math, history, and science.","It's raining tomorrow, so I need to remember to bring an umbrella.",1072,No problems.,3O2Y2UIUCQUI62SBWUYOGSYAKK1KF0,7,1
AUCHGHY1IKZZK,0,54,5.375,5.875,0.5,yes,USA,,"When I was younger, I would go to school and lean about different subjects.","It's raining tomorrow, so I should take an umbrella with me.",239,{},3GS542CVJVN6N9GVMLUQ47THKWB598,7,1
AUQ79MANVDU9B,0,54,1.5,6.875,5.375,yes,USA,yes,"When I was younger, I would go to school and study very hard.","It's raining tomorrow, so remember to bring an umbrella.",307,{},3W9XHF7WGKVSP7ACRE3DXWDBBT9KT8,7,1
AVXEDARJC5HLU,0,54,1.875,6,4.125,yes,USA,yes,"When I was younger, I would go to school and hated every minute of it","It's raining tomorrow, so I will stay in and watch tv",3025,{},30EMX9PEVKJRA7XX2EYNNRHP9AVKSJ,7,1
AW0MG225VXWCN,0,54,1,5.5,4.5,yes,USA,yes,"When I was younger, I would go to school and sleep during some classes.","It's raining tomorrow, so there's no chance of using the grill.",2074,{},36U4VBVNQODTCO2WH32K34LRPZARUZ,7,1
AWE9A4ZOP9LNU,0,54,1.125,6,4.875,yes,USA,yes,"When I was younger, I would go to school and play with my friends at recess.","It's raining tomorrow, so I am going to stay inside.",2994,{},3RSBJ6YZECQ1WTDQUMQHN9FJ4PBFOF,7,1
AXKTYKCT9NGHS,0,54,1.3,6.6,5.3,yes,USA,yes,"When I was younger, I would go to school and learn about many different subjects.","It's raining tomorrow, so I must remember to pack my umbrella.",1516,The pay for this HIT was super fair for the time it took. I really appreciate that. Thanks so much!,3W31J70BASWB3Q815S8N8MD7N79KCP,7,1
AXMPSUNKUBEIL,0,54,2,6.25,4.25,yes,USA,yes,"When I was younger, I would go to school and learn about math and history","It's raining tomorrow, so I will stay home and read a book",881,Thank you!,3OJX0UFJ0Z7N8O6ANM2YCJLXJD49UU,7,1
AXPZAP62ZYWP8,0,54,2.375,6.375,4,yes,USA,yes,"When I was younger, I would go to school and complete my homework right after.","It's raining tomorrow, so I need to bring a umbrella with me.",579,some of the sentences were hard to comprehend,3IZVJEBJ6AKHC4YMV2YU919AVUB6Z5,7,1
AXQQBHFXMWR26,0,54,2.875,4.875,2,yes,USA,yes,"When I was younger, I would go to school and learn some lessons.","It's raining tomorrow, so I felt very happy.",514,{},39WSF6KUV2L9QFDUZB6B5RUJSOWEOW,7,1
AY7WPVKHVNBLG,0,54,1.4,6.3,4.9,yes,USA,yes,"When I was younger, I would go to school and try to get good grades.","It's raining tomorrow, so I will stay inside and clean my house.",1679,{},3RZS0FBRWKACEH5HIKDV43Z6HHFPCV,7,1
AYDILOZLKOAS8,0,54,1.5,6.5,5,yes,USA,yes,"When I was younger, I would go to school and listen to the teacher","It's raining tomorrow, so i will stay at home",1432,{},3ABAOCJ4R84ANFINVMMY74USGR5MQ1,7,1
AYJGQBBK6KXZ7,0,54,1.5,5.625,4.125,yes,USA,yes,"When I was younger, I would go to school and sit at my desk.","It's raining tomorrow, so I probably won't take the dog for a long walk.",398,{},3Q7TKIAPOTAWSOWXQOFZ7S84X7QDLL,7,1
AYO9K8VF5A11I,0,54,1.75,7,5.25,yes,USA,yes,"When I was younger, I would go to school and spend the day learning all sorts of new things.","It's raining tomorrow, so I think I'll make myself some soup for lunch.",1282,{},3ZXV7Q5FJBO0N4GN4HHQS9L2FBSCFF,7,1
AZ5ZYUCAQ0XDL,0,54,2,6.875,4.875,yes,USA,yes,"When I was younger, I would go to school and learn how to do math.","It's raining tomorrow, so I will dress appropriately.",309,{},30ZKOOGW2W6L4APHD46EXCRKEYOA1A,7,1
AZZA3J049G7R5,0,54,1,7,6,yes,USA,yes,"When I was younger, I would go to school and walk back home in the afternoon","It's raining tomorrow, so I got my umbrella ready.",1247,{},33P2GD6NRNS2KYJHRKMOJDAN0ZEKHY,7,1
