WorkerId,na.pct,n,implausible,plausible,Answer.English,Answer.country,Answer.proficiency1,Answer.proficiency2,WorkTimeInSeconds,Answer.answer,HITId,AssignmentStatus,AssignmentId,filler.left,filler.right,diff,Use
A1IC1DQ0QQBOOZ,0,108,5.833333333,6,yes,USA,"When I was younger, I would go to school and stady","It's raining tomorrow, so school",3115,good,3SZYX62S5G029QS27OW6QB2BP6N57W,Rejected,3LUY3GC63Z08OK8EH5ALD12E1UE7PE,7,1,0.166666667,
A1IFSJYV94MRK8,0,54,3.125,3.875,yes,USA,"When I was younger, I would go to school and joined sports team.","It's raining tomorrow, so I will take leave",808,good,3PA41K45VN4620ALR35KOH7SG6O7PK,Rejected,31IBVUNM9SZY8XKGL0HW7L4DL9WFVF,7,1,0.75,
A90G0G4SJ26BM,0.055555556,54,1.5,4.9,yes,USA,"When I was younger, I would go to school and make new friends","It's raining tomorrow, so came home early",3514,{},3UV0D2KX1MJXS038B2B89B9ENYBF45,Approved,3IHR8NYAM71B5XQVF7CEAPI4ASO4PR,7,1,3.4,TRUE
A2PJBSDDN22XIX,0.074074074,108,2.214285714,5.615384615,yes,USA,"When I was younger, I would go to school and LEARN TO READ AND WRITE","It's raining tomorrow, so ILL GET THE UNBRELLA READY",318,{},3RQVKZ7ZRKJAAT9FP5U8S4ZZ5WW72X,Approved,3GFK2QRXX9HJLPRW5Y9J7BWE3OL5WX,7,1,3.401098901,TRUE
A2PJBSDDN22XIX,0.074074074,108,2.214285714,5.615384615,,,"When I was younger, I would go to school and ARRIVE EACH DAY ON TIME","It's raining tomorrow, so I THINK ILL WEAR MY NOOTS",265,{},3DZKABX2ZI5PJ12D4WMUAVOO35GCV3,Rejected,3TMFV4NEP8E287AY3WGMJV655EM8W2,7,1,3.401098901,
A147F5PJTHOB8A,0,54,2.125,5.625,yes,USA,"When I was younger, I would go to school and learn all sorts of subjects.","It's raining tomorrow, so I will bring my umbrella with me",2560,{},3PIOQ99R7YM8XQA4OWL3UKGHO2LUNE,Approved,3HPZF4IVNMT89FVBZ9EF6EN46A8CY6,7,1,3.5,TRUE
A1SX8IVV82M0LW,0,54,2.625,6.125,yes,USA,"When I was younger, I would go to school and try to finish some last minute homework.","It's raining tomorrow, so I should plan to bring an umbrella with me.",3186,{},32TMVRKDGNYODLTL3O52ZJSS0UY84H,Approved,3CP1TO84PT1X99TPREKCJ4GPZER52A,7,1,3.5,TRUE
A2B8SDLDMPK3RL,0,54,2.875,6.375,yes,USA,"When I was younger, I would go to school and go to my classes","It's raining tomorrow, so i will stay inside",369,red forest,3AC6MFV69KIX9TI3RLPY6SY048RHZH,Approved,3AAPLD8UCCH3917XBV5H9OS543TTHB,7,1,3.5,TRUE
A2BABL5AHUOYC7,0.018518519,54,2.625,6.125,yes,USA,"When I was younger, I would go to school and learn more than just the basic things","It's raining tomorrow, so I have to be fully prepared for it.",1747,an engaging survey.,368IUKXGA58NY0WG8T0SI37WLV4P63,Approved,3AZHRG4CU4KNZK37Y8S5LJPQONG031,7,1,3.5,TRUE
A2SRMCYEJY294T,0,54,1,4.5,yes,USA,"When I was younger, I would go to school and always get good grades.","It's raining tomorrow, so I will stay home.",944,{},3OZ4VAIBEXFCRF8JEO3GXZ1JTPPJVO,Approved,3TE3O857308MEWRNOLXFM5LLRZF2RQ,7,1,3.5,TRUE
AOAMTLMPOJ7P7,0,54,2.5,6,yes,USA,"When I was younger, I would go to school and come back on my own","It's raining tomorrow, so let's be prepared",843,{},3ZICQFRS31IJ0EIXX7V56Z250X7ZZM,Approved,3TMFV4NEP8E287AY3WGMJV655BOW8M,7,1,3.5,TRUE
A1LPWEVR9E9FR6,0.018518519,54,5.875,5.75,yes,USA,"When I was younger, I would go to school and I would play","It's raining tomorrow, so I will play",2038,good,3K2CEDRACB1NFVAFCQGTC95F0Y4MTF,Approved,3QUO65DNQUOS1V89FDQHYTB8Z3KUOX,7,1,-0.125,
A1LSI693NIAOY9,0,54,3.625,4.125,yes,USA,"When I was younger, I would go to school and play with my friends","It's raining tomorrow, so I take leave",1702,it was simply good,35F6NGNVM8J4US3S8KE4TR8P5997TP,Rejected,3B4YI393V9WRKA8YXPCQ3X3LBSXSS1,7,1,0.5,
A1TLNLB9D87H6,0,54,1.3,4.9,yes,USA,"When I was younger, I would go to school and put my books in my locker.","It's raining tomorrow, so I need to carry an umbrella.",1137,Some of the words I didn't know and had to Google.,3S8APUMBJXJHDZOHQHLVHPFKXQSFBB,Approved,3FUI0JHJPXYJGC24HVAONHNXRW033T,7,1,3.6,TRUE
AQL24433IP0QQ,0,54,1.1,4.7,yes,USA,"When I was younger, I would go to school and learn.","It's raining tomorrow, so I brought a coat.",1801,{},335HHSX8CD5U6SD7Z301F0FXGQHDHE,Approved,3R6BYFZZP7CQCMPBLFIEV61Y1H6FXE,7,1,3.6,TRUE
A143XRCI1YXAFE,0,54,2,5.625,yes,USA,"When I was younger, I would go to school and catch up with my friends.","It's raining tomorrow, so I will not be able to walk the dog",1104,{},3MQY1YVHS3KXC5C52M6OX6LVOMNB2N,Approved,30H4UDGLT2IR9NF1LBCAWJZ4WMCMPD,7,1,3.625,TRUE
A1NDMFN9A5G25G,0,54,1.875,5.5,yes,USA,"When I was younger, I would go to school and get in to lots of trouble.","It's raining tomorrow, so please bring your umbrella.",1502,{},356TQKY9XFXLW8B45M392VC2RWO871,Approved,3BEFOD78W6T5KUTINRKMTLO95NG4MY,7,1,3.625,TRUE
A1N7BQTP2HR0QN,0,54,4,4,yes,USA,"When I was younger, I would go to school and i am older in going to collage","It's raining tomorrow, so school is leave",574,good survey,3K3IX1W4S6ROL28JY6H4Y89IHEUAPE,Rejected,3X87C8JFV6BF7UTL5LNL8XOKT4CSQC,7,1,0,
A1YSYI926BBOHW,0,54,3.125,6.75,yes,USA,"When I was younger, I would go to school and hang out with friends.","It's raining tomorrow, so i'll wear a hat when i go out.",2702,{},3KWGG5KP6J26TE84Q4L3NZ5BCC4CMM,Approved,3NPFYT4IZC4WQML6WZOWDR1A2W5XGU,7,1,3.625,TRUE
A22DTDEFYRTE45,0,54,2.625,6.25,yes,USA,"When I was younger, I would go to school and study hard to get good grades.","It's raining tomorrow, so I had better bring an umbrella.",2776,{},373L46LKP76YB4E7FKP9VQQ2DRIJK2,Approved,30IQTZXKAK6ZFIALIXZTSZEUVFGX0R,7,1,3.625,TRUE
A2FOUSWQDYHIE0,0,54,2.75,6.375,yes,USA,"When I was younger, I would go to school and play tennis with my friends","It's raining tomorrow, so I cannot play outside with my brother",569,I hope my input helps! Thank you!,3KQC8JMJGCSWO0BA6EUP2RTLPDSH3K,Approved,34HJIJKLP5WOAHNR1JLDGH7MWGOV42,7,1,3.625,TRUE
A2R0YYUAWNT7UD,0,54,3.25,6.875,yes,USA,"When I was younger, I would go to school to learn to read and write.","It's raining tomorrow, so bring an umbrella and some rain boots.",1465,{},3D1UCPY6GG93VPAH3A0JPE0MMU283W,Approved,3FQ5JJ512LOWGE3LKKM2DH257ZCNK3,7,1,3.625,TRUE
A1NYZD2C0A6TLL,0.018518519,54,6.25,6.125,,USA,"When I was younger, I would go to school and  good","It's raining tomorrow, so much",258,good,3RWO3EJELH9SREVJ2NOBN7GFDKOP15,Rejected,3OS46CRSLFZ2P4R5K7ESDFR0SATV6S,7,1,-0.125,
A2VLTSW6CXIUMR,0,54,2.125,5.75,yes,USA,"When I was younger, I would go to school and learn about the world.","It's raining tomorrow, so I will have to remember to bring an umbrella.",1807,Happy To Participate.,3YD0MU1NC21ZFW4J2KNNYMIXHKOA77,Approved,3Z9WI9EOZZO46IHAHMRP8X59LN3KHR,7,1,3.625,TRUE
A36GU3OHGLDS8R,0,54,1.125,4.75,yes,USA,"When I was younger, I would go to school and I would focus on what the teacher was saying in class.","It's raining tomorrow, so I better bring an umbrella with me.",327,{},37OPIVELUU3W8LAVFT9ZPZ7RVNKHAG,Approved,3LRKMWOKB5HVGNDEY2RS88NK0DZ2ZE,7,1,3.625,TRUE
A39FJ8DCK0T28,0,54,2.75,6.375,yes,USA,"When I was younger, I would go to school and cry all day","It's raining tomorrow, so i will stay home",1270,Red Forest,3AJA9FLWSCYR072NWRDC3CJXSGCFIK,Approved,3QY5DC2MXRKYVIVGGA7RBZ2U72NFUQ,7,1,3.625,TRUE
A3KK5FKG3L0Q66,0,54,2.125,5.75,yes,USA,"When I was younger, I would go to school and work on my math problems.","It's raining tomorrow, so I need to use my umbrella.",1616,{},3MA5N0ATTCBKHOE6MJ8OKGKAFNRKWY,Approved,3X4JMASXCM9S2F7KD17B32N2CCT0BM,7,1,3.625,TRUE
A3LVLZS8S41ZD7,0,54,3,6.625,yes,USA,"When I was younger, I would go to school and learn subjects like math and science.","It's raining tomorrow, so I will carry an umbrella.",2454,"I thought some of the sentences were obvious and easy to answer like ""the jam was loathed by the dietician"" (completely implausible).  But, I thought many of the sentences were subjective like ""the lad instructed the governess"".  I rated this as somewhat plausible because children occasionally understand or know more about a subject than their teacher.",3DGDV62G7O9ZGZDFLROPSQQK5Q22PZ,Approved,3XUHV3NRVKY1OZW7AZNJ68MRO085HX,1,1,3.625,
A6KB4VHCZYTY2,0,54,2.375,6,yes,USA,"When I was younger, I would go to school and play football at recess.","It's raining tomorrow, so I will carry an umbrella.",961,{},3NRZ1LDP7W6PMAGRAYX3F10RQY0ZP1,Approved,3UOUJI6MTDEFV4M1G4DDH621B4KUXR,7,1,3.625,TRUE
A1PM5PFLOT46GN,0,54,5.9,5.8,yes,USA,"When I was younger, I would go to school and improve my knowledge.","It's raining tomorrow, so i was take leave.",2510,Nice experiment,34XASH8KLQMPN3H8V9797Z4IBVJMPA,Rejected,37KGEN7NJ3QXUQCEDR42DNTZ1OJPP2,7,1,-0.1,
ABW8U1U74P8MI,0.055555556,54,2.125,5.75,yes,USA,"When I was younger, I would go to school and spend a fun time with friends.","It's raining tomorrow, so I'll have to cancel all of my apointments",2382,{},3T8DUCXY0N688BRLNHCO7NZV0ZX9T3,Approved,3PWWM24LHSYGWRCRPCRFVOQG14S289,7,1,3.625,TRUE
AQ2SB9NTVK8NZ,0,54,3.25,6.875,yes,USA,"When I was younger, I would go to school and spend time with my friends.","It's raining tomorrow, so I will wear my rain boots.",459,N/A,3MQY1YVHS3KXC5C52M6OX6LVOMNB2N,Rejected,3X66WABAJWIKAOESCAH86BC6V443G6,7,1,3.625,TRUE
ARTARDCXLJ5H6,0,54,2.625,6.25,yes,USA,"When I was younger, I would go to school and Was a good student.","It's raining tomorrow, so I know I won't be able to sit outside.",560,{},3D7VY91L65XNJ9GYC4P8CFZTUR4MBP,Approved,3T3IWE1XG6NGMU60ULSBI2K6VQPQT4,7,6,3.625,
ACRTRQ23XH20E,0.018518519,54,1.8,5.5,yes,USA,"When I was younger, I would go to school and loved to learn,","It's raining tomorrow, so I will bring my umbrella.",1309,{},3B286OTISEHSZR5L3TCK1CN68FOAJE,Approved,30JNVC0OR9KQHLF5URBM4JHIKTVQHP,7,1,3.7,TRUE
A122LRCSBAD6DC,0,54,1.875,5.625,yes,USA,"When I was younger, I would go to school and sit in class and learn.","It's raining tomorrow, so I will bring my umbrella and raincoat with me before going outside.",976,{},3CVDZS288H0DWQSEH6B4V5QE9PWMF7,Approved,33LK57MYLT5OLMUCSH6YZQ0OY7XSZ6,7,1,3.75,TRUE
A133QG754CGS3I,0.018518519,54,1.5,5.25,yes,USA,"When I was younger, I would go to school and learn science.","It's raining tomorrow, so tomorrow it will be sunny.",917,{},39TX062QX1OTAQBPBICB5DHFD2AX3Q,Rejected,3R3YRB5GRF33ZRE85ULZXYR3AJBUAN,7,1,3.75,TRUE
A2541C8MY0BYV3,0,108,1.25,5,yes,USA,"When I was younger, I would go to school and learn from my teacher.","It's raining tomorrow, so i brought an umbrella.",1400,{},3RWO3EJELH9SREVJ2NOBN7GFDKOP15,Approved,33PPUNGG385CK7UZDS6T9GVSC8KRZT,7,1,3.75,TRUE
A2541C8MY0BYV3,0,108,1.25,5,yes,USA,"When I was younger, I would go to school and make some new friends.","It's raining tomorrow, so i will bring an umbrella.",3354,{},3W31J70BASWB3Q815S8N8MD7N79CKH,Approved,3H7Z272LX77735XGLZBVW6KFWEIPL4,7,1,3.75,TRUE
A2CEHL1T8C927W,0.018518519,54,2,5.75,,,"When I was younger, I would go to school and really spending time with my classmates and teachers.","It's raining tomorrow, so I will be staying inside and watching Netflix.",1576,{},3M67TQBQQHO3TFSCHHL7CI93CACA9J,Approved,31EUONYN2V3SEAX9K30MUFDRD7OVOC,7,5,3.75,
A1R554ICJMAA4Y,0,54,4.75,4.875,yes,USA,"When I was younger, I would go to school and i learn how to socialize","It's raining tomorrow, so we can't play soccer tomorrow",1859,good and interesting,32204AGAABCXICNY1T19LLIUTIXHGS,Approved,354GIDR5ZB6RIS4AFLAMJLRJLBV005,7,2,0.125,
A344LLSZXN3WL6,0,54,3.125,6.875,yes,USA,"When I was younger, I would go to school and run out in the yard.","It's raining tomorrow, so I will wear a coat.",574,{},3H6W48L9F4PLSFBMZBDWGX699XXPW4,Approved,30JNVC0OR9KQHLF5URBM4JHIKWUQHU,7,1,3.75,TRUE
A3DUPRZSMU9W5R,0,54,1.75,5.5,yes,USA,"When I was younger, I would go to school and learn.","It's raining tomorrow, so I'll stay home.",965,"Depending on the positions of the two subject nouns in the sentence, if one had a more prestigious position for example, I gave the sentence less likely or more likely to be credible depending upon who was helping whom. Thx",3NSCTNUR2ZNKSSQ0ER8Q0241QET5AN,Approved,3L6L49WXW0X7CN8CVS30CJDNJSN546,7,1,3.75,TRUE
AQWH9UY6FVU21,0,54,1,4.75,yes,USA,"When I was younger, I would go to school and study and learn new things","It's raining tomorrow, so I would reschedule my movement",2128,interesting,3IWA71V4TIGS79Y7UKA9CGTZNTCX6W,Approved,33PPUNGG385CK7UZDS6T9GVSC5EZRP,7,1,3.75,TRUE
ASF5V3K4IFP4K,0,54,2.375,6.125,yes,USA,"When I was younger, I would go to school and I would sit in class.","It's raining tomorrow, so I am not going to wash my car todau.",1415,{},3V0TR1NRVA22W9M00MPGVAYNQIYA4N,Approved,3WYGZ5XF3WFTWRVQSG3OCBCBUYKKSC,7,1,3.75,TRUE
A1PZIN8H1VI6SY,0.018518519,54,1.857142857,5.625,yes,USA,"When I was younger, I would go to school and enjoyed my clsses","It's raining tomorrow, so i will not be able to go",1156,i really like the hit thank you for letting me participate,35F6NGNVM8J4US3S8KE4TR8P5997TP,Approved,3BC8WZX3V3W3IG883BCGNDTT3RZRRY,7,1,3.767857143,TRUE
A3HVID0VN8HV9T,0.018518519,54,2.222222222,6,,,"When I was younger, I would go to school and make friends.","It's raining tomorrow, so i will be staying indoor.",2556,none.,31N9JPQXIPI3S44KOXE4B5RRUUJHN0,Approved,3TXMY6UCAEOZ0D4P8ZXLTSK271QQCG,7,1,3.777777778,
A110KENBXU7SUJ,0,54,2.125,6,yes,USA,"When I was younger, I would go to school and read many books about science.","It's raining tomorrow, so I definitely don't want to wash the car today.",1328,"""Sentence: The toddler disciplined the mother.""  Unlikely but not impossible.",3N2YPY1GI6Y4GZMR0NSP0JOROHTEVY,Approved,3IAS3U3I0FGZYPAYSOBPMQGH9AD2B8,7,1,3.875,TRUE
A1MM8TSLCHVMNK,0,54,3,6.875,yes,USA,"When I was younger, I would go to school and play with my friends during recess.","It's raining tomorrow, so I will make sure to pack my umbrella.",1364,{},3GKAWYFRAPTMJ9BVIG86O9HO2HRDPJ,Approved,3AZHRG4CU4KNZK37Y8S5LJPQOKG30Y,7,1,3.875,TRUE
A23G1L7KYHK9F2,0,54,2.375,6.25,yes,USA,"When I was younger, I would go to school and try my best to pay attention.","It's raining tomorrow, so I probably won't leave my house.",1966,{},307L9TDWJYSOYWXL9CP27BQHBP1N3Z,Approved,3TMSXRD2X60KX7QD4B774LJXR8FW15,7,1,3.875,TRUE
A2NHP55T9ZX86Q,0,54,2.625,6.5,yes,USA,"When I was younger, I would go to school and learn how to read.","It's raining tomorrow, so bring your umbrella.",446,{},39TX062QX1OTAQBPBICB5DHFD2AX3Q,Approved,3QFUFYSY9YFZEK1114G9YV408P4F48,7,7,3.875,
A2SD7GN80U31GW,0,54,2.625,6.5,yes,USA,"When I was younger, I would go to school and put my backpack in my locker.","It's raining tomorrow, so I will bring an umbrella with me.",1560,{},3E9VAUV7BWEIUG0KPTDNBZ2ULJXAY8,Rejected,3TK8OJTYM1LAZA9AZ3D1JFIHNCKVPT,7,1,3.875,TRUE
A1TZ9YVT2ILX01,0.018518519,54,4.4,4.9,yes,USA,"When I was younger, I would go to school and N","It's raining tomorrow, so",426,NONE,3JU8CV4BRLCDN62K8PMMZ3TN6VYPOS,Rejected,3QRYMNZ7FYHVJXT8ET0UE8P1QC3NT9,7,1,0.5,
A3914P24XPNPY3,0,54,1.625,5.5,,USA,"When I was younger, I would go to school and learned about history and math","It's raining tomorrow, so I will stay indoors and cook",212,{},3MG8450X2OA80BMH4BYVY9LCOHMPU5,Approved,3VHHR074H3HIXZTGPDHEWKTUWKD7LG,7,1,3.875,
A3EWR58W0SA885,0,54,1.625,5.5,yes,USA,"When I was younger, I would go to school and try to learn mathematics.","It's raining tomorrow, so I should obviously wear a jacket.",1814,{},3PA41K45VN4620ALR35KOH7SG6OP72,Approved,3ZGVPD4G6THP0M7RHHBO9VWA0QETZZ,6,1,3.875,TRUE
A3GK90X2QOFR53,0,54,2,5.875,yes,USA,"When I was younger, I would go to school and learn about different subjects.","It's raining tomorrow, so I'll bring an umbrella",2703,none,307FVKVSYRFKD7O2TJDWLJWXPAS74T,Approved,3SB4CE2TJVVVGV83AZWMH5Q741SXAI,7,6,3.875,
A3VE9WX0XH2N5G,0.018518519,54,2.25,6.125,yes,USA,"When I was younger, I would go to school and learn the alphabet","It's raining tomorrow, so i will not go to the park",1216,{},3T6EIBTM9LOHYY2H9NZ78DKNISUAAY,Approved,3TAYZSBPLL8YFBR03AXKCFQHD1Y2SE,7,1,3.875,TRUE
A1USR9JCAMDGM3,0.018518519,54,2.5,3.25,yes,USA,"When I was younger, I would go to school and sometimes get good grades.","It's raining tomorrow, so I made sure to bring the plants inside.",961,{},356ZPKYPUHHPHK6MECVK1URPK5XPY3,Rejected,3B837J3LDOWFJV8LI0CLDNYPPQESRD,7,1,0.75,
A7OZPNXIVO1FX,0,54,1.75,5.625,yes,USA,"When I was younger, I would go to school and talk to my teachers and friends","It's raining tomorrow, so we better make sure to wear rain jackets and bring an umbrella",1209,{},3CMV9YRYP319VAWP0K1AAQ3H2RNJL5,Approved,378XPAWRUCDYQ0J8BDWLEV3SGROIA9,7,1,3.875,TRUE
APU8QVDVUZB3Y,0,54,2,5.875,yes,USA,"When I was younger, I would go to school and learn to read and write.","It's raining tomorrow, so I'll ensure to keep my umbrella in my bag.",2779,{},3IZPORCT1F9O72WCH4VLKPW1VR8HRO,Approved,336KAV9KYQSVBX392GP9U1EIUMU2YS,7,1,3.875,TRUE
AU34T9OMHN4Z4,0,54,1,4.875,yes,USA,"When I was younger, I would go to school and learn math, history and science.","It's raining tomorrow, so I will need to bring an umbrella.",528,{},3UAU495MIISQFBAGPBLG99GMECQUOT,Approved,3FPRZHYEPY73SL4N15GU6CFGIGSV3H,7,1,3.875,TRUE
A1VKGII4PKKS3T,0,54,5,4.8,yes,USA,"When I was younger, I would go to school and goes to music class.","It's raining tomorrow, so school leave announced.",781,Good,3OYHVNTV5TYCCF54VXHE3M7OCLSKOM,Rejected,3L4PIM1GQTGCFHKUH64AV9MQ6BAYRX,7,1,-0.2,
A2U45Y0OV3P7D8,0,54,2.2,6.1,yes,USA,"When I was younger, I would go to school and study with my classmates","It's raining tomorrow, so i would be at home",642,{},34XASH8KLQMPN3H8V9797Z4IBVJPMD,Approved,3WJ1OXY92AG51U7V2RKU169EDSKA8O,7,1,3.9,TRUE
A1I72NHC21347A,0.018518519,54,2,6,yes,USA,"When I was younger, I would go to school and try to improve my math","It's raining tomorrow, so I need to stay home from the park",381,{},3JYPJ2TAYI8JHTPR9M3WC9K9EU7PF6,Approved,3Z7VU45IPYHOR2VIFYRE3PDF87L1ZW,7,1,4,TRUE
A1VWP7HOSGKATD,0,54,4.25,5,yes,USA,"When I was younger, I would go to school and college","It's raining tomorrow, so cannot come office",874,{},3MJ9GGZYO36STV7DW86S2V1P642A2R,Rejected,3L0KT67Y8EGOGWK7WV4FLJRMSDTSYF,7,1,0.75,
A1M24593XO5Z3C,0.018518519,54,1.875,5.875,yes,USA,"When I was younger, I would go to school and go to softball practice right after.","It's raining tomorrow, so we should have a lazy day and watch movies.",3128,Thanks for letting me participate.,324N5FAHSXB72ZE1W93SYE1W8EPKVO,Approved,3Z3ZLGNNSIUBND86F6MK0PG81RI3Q6,7,1,4,TRUE
A1NP83KZYINWBB,0,54,2.25,6.25,yes,USA,"When I was younger, I would go to school and preform wrestling moves on people.","It's raining tomorrow, so I will stay inside.",475,{},39KV3A5D1873FSQDJK9EJMC33QVS7L,Rejected,3OF2M9AATGOQX3H4N8XW849EHGJZK1,7,1,4,TRUE
A1PR74OHURJNTO,0.018518519,54,1.25,5.25,yes,USA,"When I was younger, I would go to school and learn about the world.","It's raining tomorrow, so I am staying at home.",395,{},3EN4YVUOUCS4V4DEE34YLKY490XJXR,Approved,33NF62TLXJ20XOC05MUAKALOYF7KJW,7,1,4,TRUE
A1ROEDVMTO9Y3X,0.018518519,54,2,6,yes,USA,"When I was younger, I would go to school and learn new subjects","It's raining tomorrow, so I will stay at home",1308,{},3126F2F5F83RBFPVEBJQURZ92TSPEO,Approved,358010RM5ETF8JB1LUNIDS4KPESXVO,7,1,4,TRUE
A1U8RH67FLZW87,0,54,1.875,5.875,yes,USA,"When I was younger, I would go to school and learn new concepts in math.","It's raining tomorrow, so I am going to watch a few movies.",1633,{},33KMQD9OFJEHWU6LVHB3OVG7GCI77D,Approved,3O6CYIULED1064HB6ZHRFNOU22EUWY,7,1,4,TRUE
A2BVVFXMQU8AC7,0,54,1.9,5.9,,USA,"When I was younger, I would go to school and eat lunch and play on the play ground.","It's raining tomorrow, so i will be staying inside all day.",724,{},3GITHABACYLZDE125CBXO1LP5B1N2O,Approved,3EQHHY4HQSSNO31WQT51L8AQ9XW5GT,7,1,4,
A2KSAAQBU5R0F6,0,54,1.3,5.3,yes,USA,"When I was younger, I would go to school and learn about books.","It's raining tomorrow, so I can not go out.",701,{},3B0MCRZMBRUV86ELNPZ1O3YDG0UPP9,Approved,3FTOP5WARFOYKY5W1TKS1Q6FKH4J0S,7,1,4,TRUE
A2V27A9GZA1NR2,0,54,2.125,6.125,yes,USA,"When I was younger, I would go to school and play with my friends.","It's raining tomorrow, so I'm not driving anywhere.",1567,Thank You,3VZYA8PITOYORFSIMPBXBWSOHSH50W,Approved,3G5W44VEU7IQ6MMZXG97NXT86NQKGS,7,1,4,TRUE
A1YA7TP3N05FII,0,54,4,4,yes,USA,"When I was younger, I would go to school and enjoy with friends but i get nervous, teachers will scold and they will give punishments","It's raining tomorrow, so i will asleep with warm. And enjoy the rainy day",1603,{},3XD2A6FGFNU7TBE6YH7YXI39YGJ9SE,Rejected,37Z929RLG98SZALDMPHGD2Z7DEATSW,7,1,0,
A310N8EXJNXVCA,0,54,1.75,5.75,,,"When I was younger, I would go to school and learn various subjects.","It's raining tomorrow, so I'll probably stay home.",2685,{},3SV8KD29L4SOBJJBX6SVJKESWPVKZO,Rejected,3A7Y0R2P2OO6HOB7459ZA4TQUOMXJY,7,1,4,
A33RBG4AB7LIPJ,0,54,2.5,6.5,yes,USA,"When I was younger, I would go to school and study very hard","It's raining tomorrow, so I need to bring an umbrella",1285,{},3IYI9285WS0GS62JN78B77DU8I9CJI,Approved,3ATTHHXXWAOAMDR1MNOZY3EQH9XXIM,7,1,4,TRUE
A36GO7YCYNTI1W,0,54,1,5,yes,USA,"When I was younger, I would go to school and learn as much as I could.","It's raining tomorrow, so we should stay inside.",817,No comments,3CIS7GGG65J43KXRVXIK4XM8AAKEU9,Approved,339ANSOTR5242DSUN49A896OL0IKIK,7,1,4,TRUE
A3AY059NMP3VIZ,0,54,1,5,yes,USA,"When I was younger, I would go to school and do homework after school.","It's raining tomorrow, so you should remember to bring your umbrella.",1768,The survey clear and worked well without any problems.,3BS6ERDL937E93TQ3K9XI9Q77C1D6D,Approved,3VNXK88KKCIP7NT3IEH4XPI2IB1V93,7,1,4,TRUE
A3UV55HC87DO9C,0,54,2.625,6.625,yes,USA,"When I was younger, I would go to school and take notes in class.","It's raining tomorrow, so make sure to bring an umbrella.",2513,none! :),344M16OZKIFR8UDIYW6YQ2UE2ERENH,Approved,3OWEPKL089C8LZW11QXT9CXJ1FD7NI,7,1,4,TRUE
